date,hospital_id,hospital_name,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag
08-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,1.71,136,0.57,24.92,6.95,0.227,0.441,0.142,0.285,LOW,0
09-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.84,1.52,253,0.54,20.38,6.9,0.312,0.529,0.127,0.351,MEDIUM,0
10-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,1.63,27,0.7,22.35,6.57,0.131,0.418,0.136,0.232,LOW,0
11-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.09,0.25,120,0.59,22.98,6.57,0.117,0.19,0.021,0.123,LOW,0
12-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.97,1.25,78,0.45,22.11,7.13,0.148,0.282,0.154,0.196,LOW,0
13-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.77,1.9,176,0.55,22.48,6.04,0.273,0.547,0.158,0.346,MEDIUM,0
14-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.12,0.27,106,0.5,22.32,7,0.106,0.151,0.023,0.105,LOW,0
15-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,1.12,160,0.63,22.89,6.57,0.208,0.507,0.093,0.29,LOW,0
16-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.67,2.22,35,0.55,23.86,6.64,0.177,0.553,0.185,0.31,MEDIUM,0
17-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.18,0.41,83,0.5,22.73,6.33,0.097,0.075,0.034,0.077,LOW,0
18-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.9,2.26,138,0.73,25.22,6.68,0.266,0.392,0.188,0.294,LOW,0
19-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.1,1.77,33,0.69,24.18,7.44,0.146,0.122,0.147,0.138,LOW,0
20-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,2.08,5,0.59,21.85,7.78,0.143,0.353,0.173,0.223,LOW,0
21-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,0.31,51,0.48,23.02,7.04,0.063,0.384,0.046,0.172,LOW,0
22-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,0.74,131,0.62,21.23,5.93,0.159,0.337,0.062,0.202,LOW,0
23-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.58,1.06,144,0.52,22.6,7.74,0.191,0.716,0.088,0.354,MEDIUM,0
24-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.13,2.27,149,0.58,22.89,7.27,0.276,0.169,0.189,0.221,LOW,0
25-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,2.97,45,0.51,24.55,5.89,0.236,0.37,0.248,0.285,LOW,0
26-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,0.69,105,0.55,26.07,7.06,0.134,0.41,0.057,0.215,LOW,0
27-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.7,0.61,141,0.59,20.92,6.36,0.158,0.594,0.051,0.289,LOW,0
28-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,0.73,87,0.55,23.54,8.71,0.121,0.428,0.061,0.216,LOW,0
29-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,1.44,93,0.68,24.06,7.72,0.173,0.342,0.12,0.222,LOW,0
30-09-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.93,1.73,195,0.57,24.33,6.82,0.278,0.4,0.144,0.294,LOW,0
01-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.96,2.02,59,0.54,26.06,6.65,0.184,0.279,0.168,0.214,LOW,0
02-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.03,2.13,92,0.5,22.33,6.7,0.219,0.231,0.177,0.215,LOW,0
03-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.97,0.09,52,0.54,25.52,6.1,0.049,0.265,0.007,0.116,LOW,0
04-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.68,1.07,14,0.69,23.29,7.97,0.083,0.529,0.089,0.24,LOW,0
05-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.73,1.78,56,0.51,23.96,6.59,0.165,0.507,0.148,0.282,LOW,0
06-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.96,0.4,30,0.58,23.7,7.84,0.052,0.26,0.033,0.121,LOW,0
07-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.72,0.62,81,0.61,22.04,7.85,0.109,0.534,0.052,0.246,LOW,0
08-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.75,1.07,22,0.52,22.3,6.81,0.09,0.465,0.089,0.221,LOW,0
09-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.62,2.07,128,0.55,24.75,7.22,0.245,0.665,0.172,0.377,MEDIUM,0
10-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.68,0.04,29,0.69,23.89,7.91,0.027,0.539,0.003,0.202,LOW,0
11-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,1.2,31,0.82,22.02,6.88,0.106,0.371,0.1,0.197,LOW,0
12-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,0.74,6,0.52,22.8,6.58,0.054,0.284,0.062,0.136,LOW,0
13-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,0.43,16,0.59,22.92,6.73,0.042,0.261,0.036,0.117,LOW,0
14-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,2.14,65,0.52,21.52,6.97,0.197,0.443,0.178,0.279,LOW,0
15-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.79,1.09,77,0.66,23.98,6.35,0.137,0.461,0.091,0.241,LOW,0
16-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.04,0.98,7,0.8,22.54,6.97,0.071,0.165,0.082,0.106,LOW,0
17-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.89,0.44,33,0.68,23.52,6.73,0.057,0.332,0.037,0.149,LOW,0
18-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.1,0.16,133,0.56,22.94,6.8,0.122,0.189,0.013,0.123,LOW,0
19-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.79,0.53,43,0.6,23.1,7.17,0.071,0.439,0.044,0.194,LOW,0
20-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.81,0.32,163,0.65,23.07,7.08,0.157,0.499,0.027,0.251,LOW,0
21-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.06,0.96,103,0.6,24.56,6.61,0.15,0.209,0.08,0.156,LOW,0
22-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.07,0.61,22,0.64,22.59,7.05,0.059,0.145,0.051,0.087,LOW,0
23-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,1.99,9,0.67,22.04,6.48,0.14,0.346,0.166,0.217,LOW,0
24-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,0.43,20,0.75,24.5,6,0.045,0.413,0.036,0.172,LOW,0
25-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,0.04,55,0.53,22.05,6.15,0.048,0.317,0.003,0.133,LOW,0
26-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.84,1.84,63,0.55,19.89,6.43,0.175,0.402,0.153,0.25,LOW,0
27-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.64,0.64,134,0.61,24.28,7.33,0.154,0.649,0.053,0.307,MEDIUM,0
28-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.97,0.93,124,0.47,23.98,7.19,0.165,0.313,0.108,0.205,LOW,0
29-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.22,0.46,28,0.58,23.31,6.63,0.054,0.039,0.038,0.045,LOW,0
30-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.77,1.09,58,0.69,23.18,6.61,0.121,0.469,0.091,0.237,LOW,0
31-10-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,1.96,142,0.49,24.93,6.75,0.249,0.445,0.173,0.302,MEDIUM,0
01-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,0.39,34,0.65,24.77,6.37,0.054,0.393,0.033,0.168,LOW,0
02-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.06,1.37,57,0.62,24.36,7.11,0.139,0.178,0.114,0.148,LOW,0
03-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.89,0.95,126,0.68,22.15,5.91,0.168,0.394,0.079,0.229,LOW,0
04-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.12,1.35,30,0.56,22.81,6.53,0.115,0.1,0.113,0.109,LOW,0
05-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,1.5,113,0.54,22.74,7.55,0.194,0.325,0.125,0.226,LOW,0
06-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.03,0.58,33,0.59,23.21,6.58,0.066,0.192,0.048,0.107,LOW,0
07-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.93,0.99,50,0.68,24.51,7.85,0.108,0.303,0.083,0.171,LOW,0
08-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.96,2.44,142,0.61,24.7,6.79,0.281,0.335,0.203,0.284,LOW,0
09-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.99,1.01,151,0.66,23.77,6.07,0.193,0.311,0.084,0.212,LOW,0
10-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.82,0.11,15,0.77,24.74,5.99,0.02,0.39,0.009,0.147,LOW,0
11-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.12,0.98,0,0.66,24.64,7.33,0.065,0.08,0.082,0.074,LOW,0
12-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7,0.2,80,0.7,22.19,7.02,0.08,0.253,0.017,0.128,LOW,0
13-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,1.43,114,0.58,22.1,7.54,0.19,0.476,0.119,0.276,LOW,0
14-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.82,1.4,124,0.57,21.46,5.62,0.197,0.463,0.117,0.274,LOW,0
15-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,1.51,17,0.5,24.34,6.74,0.115,0.351,0.126,0.2,LOW,0
16-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.07,2.56,24,0.58,22.08,6.88,0.191,0.146,0.213,0.18,LOW,0
17-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.05,1.17,17,0.71,22.91,6.44,0.092,0.161,0.097,0.117,LOW,0
18-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.68,0.39,142,0.55,24.96,6.6,0.144,0.615,0.033,0.287,LOW,0
19-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,0.65,34,0.54,22.32,5.4,0.072,0.393,0.054,0.181,LOW,0
20-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.65,0.62,11,0.57,24.9,6.87,0.051,0.557,0.052,0.228,LOW,0
21-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.74,0.96,18,0.63,22.14,7.02,0.079,0.472,0.08,0.217,LOW,0
22-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,1.65,46,0.68,23.58,6.32,0.148,0.401,0.137,0.234,LOW,0
23-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.81,0.76,114,0.44,23.36,5.89,0.146,0.466,0.123,0.253,LOW,0
24-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,1.71,14,0.65,24.22,6.77,0.126,0.259,0.142,0.176,LOW,0
25-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.94,0.84,13,0.6,22.72,7.67,0.067,0.269,0.07,0.138,LOW,0
26-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.9,0.66,83,0.48,21.7,6.75,0.113,0.355,0.075,0.19,LOW,0
27-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.87,1.01,13,0.5,19.81,6.83,0.078,0.339,0.084,0.171,LOW,0
28-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,1.33,89,0.52,24.75,6.74,0.163,0.409,0.111,0.239,LOW,0
29-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.73,0.27,92,0.64,22.39,6.84,0.095,0.531,0.023,0.233,LOW,0
30-11-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,0.88,35,0.44,22.3,7.48,0.088,0.363,0.133,0.193,LOW,0
01-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.1,1.07,24,0.69,22.42,7.41,0.091,0.116,0.089,0.1,LOW,0
02-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.99,0.53,31,0.77,23.5,7.34,0.061,0.231,0.044,0.117,LOW,0
03-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.88,1.23,189,0.5,24.79,7.39,0.239,0.446,0.102,0.284,LOW,0
04-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.17,1.26,86,0.54,23.74,6.65,0.156,0.087,0.105,0.122,LOW,0
05-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.65,1.92,197,0.65,22.91,7.09,0.292,0.681,0.16,0.402,MEDIUM,0
06-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.74,29.27,2440,0.125789583,21.1,4.162907002,1,1,1,1,HIGH,1
07-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.98,27.55,2792,0.268082746,20.85,4.390423486,1,1,1,1,HIGH,1
08-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.68,30.26,1106,0.283391882,21.41,4.587881907,1,1,1,1,HIGH,1
09-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.98,22.69,2379,0.13327779,24.63,3.624935943,1,1,1,1,HIGH,1
10-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,22.27,2369,0.257269858,23.84,4.745627607,1,1,1,1,HIGH,1
11-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.7,17.65,1371,0.269519034,25.01,3.495280967,1,1,1,1,HIGH,1
12-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,17.03,1329,0.434918259,22.77,4.265535906,1,1,1,1,HIGH,1
13-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,18.09,2476,0.352051635,22.93,5.48166497,1,1,1,1,HIGH,1
14-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.11,20.66,2176,0.168028626,22.64,4.271703957,1,1,1,1,HIGH,1
15-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.82,13.4,2651,0.175623909,25.98,4.11007177,1,1,1,1,HIGH,1
16-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,0.93,111,0.48,22.41,7.21,0.154,0.444,0.098,0.244,LOW,0
17-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.81,28.04,2219,0.176357502,24.25,5.423635524,1,1,1,1,HIGH,1
18-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.85,0.83,82,0.57,23.29,7.76,0.124,0.405,0.069,0.211,LOW,0
19-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.86,0.5,124,0.45,21.95,6.6,0.137,0.423,0.092,0.228,LOW,0
20-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,0.55,101,0.61,22.98,6.44,0.121,0.357,0.046,0.189,LOW,0
21-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.87,0.63,11,0.53,22.32,6.65,0.051,0.337,0.052,0.152,LOW,0
22-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,0.8,192,0.62,22.17,6.75,0.213,0.408,0.067,0.252,LOW,0
23-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.84,0.06,7,0.43,20.99,7.19,0.01,0.365,0.075,0.147,LOW,0
24-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.67,1.31,51,0.37,22.11,5.63,0.13,0.564,0.239,0.304,MEDIUM,0
25-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.98,1.51,30,0.51,23.21,5.68,0.126,0.24,0.126,0.166,LOW,0
26-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.02,0.85,124,0.59,24.23,7,0.16,0.263,0.071,0.178,LOW,0
27-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.78,1.78,56,0.57,23.34,6.5,0.165,0.457,0.148,0.264,LOW,0
28-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.88,23.27,3043,0.258532162,23.1,3.39477604,1,1,1,1,HIGH,1
29-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.96,24.04,3088,0.329415128,21.85,5.331828881,1,1,1,1,HIGH,1
30-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.71,15.77,2024,0.25413921,23.6,3.990574461,1,1,1,1,HIGH,1
31-12-2025,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.18,27.66,2871,0.283585048,21.12,4.616192079,1,1,1,1,HIGH,1
01-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7,31.68,2022,0.130277659,22.81,4.73599857,1,1,1,1,HIGH,1
02-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.87,18.75,1823,0.104500718,20.67,4.183459213,1,1,1,1,HIGH,1
03-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.06,14.2,2359,0.212221939,22.53,4.127450837,1,1,1,1,HIGH,1
04-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.76,13.22,3022,0.215011305,24.01,5.434238189,1,1,1,1,HIGH,1
05-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,21.31,1447,0.21557433,24.61,5.479994571,1,1,1,1,HIGH,1
06-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.58,20.65,1602,0.295325844,21.49,4.887346371,1,1,1,1,HIGH,1
07-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.72,1.16,82,0.65,23.28,6.57,0.146,0.535,0.097,0.272,LOW,0
08-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.8,2.08,28,0.49,21.7,6.89,0.162,0.419,0.183,0.256,LOW,0
09-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.75,1,110,0.58,24.68,6.85,0.158,0.523,0.083,0.271,LOW,0
10-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.84,1.19,19,0.58,24.02,6.69,0.095,0.373,0.099,0.193,LOW,0
11-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.89,0.18,85,0.58,23.36,7.84,0.083,0.367,0.015,0.169,LOW,0
12-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,0.67,96,0.51,23.64,6.63,0.125,0.314,0.056,0.177,LOW,0
13-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,1.28,46,0.56,24.94,6.51,0.124,0.311,0.107,0.186,LOW,0
14-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.62,2.95,10,0.46,22.11,6.92,0.205,0.587,0.286,0.355,MEDIUM,0
15-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,0.97,68,0.64,24.47,6.87,0.121,0.335,0.081,0.188,LOW,0
16-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.99,0.39,25,0.61,24.11,7.11,0.047,0.227,0.033,0.107,LOW,0
17-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.9,0.01,99,0.69,20.93,7.53,0.083,0.366,0.001,0.166,LOW,0
18-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.9,2,9,0.64,24.33,7.39,0.141,0.306,0.167,0.204,LOW,0
19-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.12,0.66,28,0.46,22.88,6.08,0.067,0.099,0.095,0.084,LOW,0
20-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.98,1.22,131,0.57,22.81,7.93,0.191,0.307,0.102,0.214,LOW,0
21-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.96,1.23,15,0.63,23.62,6.51,0.095,0.25,0.102,0.151,LOW,0
22-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.03,0.78,75,0.51,21.47,7.23,0.115,0.22,0.065,0.142,LOW,0
23-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,1.79,5,0.66,21.37,6.94,0.123,0.283,0.149,0.185,LOW,0
24-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,15.12,2555,0.198571519,22.95,2.803831537,1,1,1,1,HIGH,1
25-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.69,24.97,1804,0.16141549,24.19,5.668631347,1,1,1,1,HIGH,1
26-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.78,20.3,2090,0.020320377,21.24,3.423037022,1,1,1,1,HIGH,1
27-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.9,18.63,1418,0.283955747,21.6,4.54209169,1,1,1,1,HIGH,1
28-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.83,11.25,1981,0.072766392,24.91,5.647740872,1,1,1,1,HIGH,1
29-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.11,21.79,2270,0.229571142,22.84,5.76725941,1,1,1,1,HIGH,1
30-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.14,13.02,2151,0.211197354,22.52,2.844327004,1,1,1,1,HIGH,1
31-01-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.62,20.75,1165,0.049396602,23.26,3.875524934,1,1,1,1,HIGH,1
01-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.97,23.23,1636,0.29396601,23.11,4.552281245,1,1,1,1,HIGH,1
02-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.71,0.54,4,0.57,23.91,6.34,0.039,0.493,0.045,0.199,LOW,0
03-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.05,12.4,2542,0.187365491,21.44,4.741063531,1,1,1,1,HIGH,1
04-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.08,0.26,132,0.71,22.86,7.11,0.127,0.208,0.022,0.134,LOW,0
05-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.88,0.32,124,0.66,24.83,7.85,0.125,0.403,0.027,0.202,LOW,0
06-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,0.18,111,0.5,21.67,7.05,0.104,0.354,0.015,0.174,LOW,0
07-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.94,0.39,2,0.54,22.97,7.25,0.028,0.261,0.033,0.11,LOW,0
08-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.81,0.53,3,0.53,20.18,6.13,0.038,0.392,0.044,0.163,LOW,0
09-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,7.09,0.89,10,0.51,24.87,6.95,0.068,0.117,0.074,0.086,LOW,0
10-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.81,0.43,79,0.57,21.19,7.55,0.095,0.443,0.036,0.205,LOW,0
11-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.93,0.14,52,0.64,21.95,6.86,0.053,0.305,0.012,0.133,LOW,0
12-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.92,0.35,61,0.59,21.84,6.01,0.074,0.321,0.029,0.151,LOW,0
13-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.69,1.16,48,0.65,21.85,8.37,0.117,0.542,0.097,0.262,LOW,0
14-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.91,1.14,50,0.55,22.66,6.66,0.118,0.323,0.095,0.185,LOW,0
15-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.78,0.04,98,0.7,22.89,6.72,0.084,0.485,0.003,0.208,LOW,0
16-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.99,1.25,23,0.54,22.17,6.72,0.102,0.225,0.104,0.146,LOW,0
17-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.99,1.5,128,0.62,23.32,6.4,0.207,0.295,0.125,0.221,LOW,0
18-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.95,1.36,57,0.69,22.74,6.57,0.138,0.288,0.113,0.186,LOW,0
19-02-2026,PUB_SAFD_JAIP,Sawai Man Singh Hospital,6.74,1.13,108,0.67,22.71,6.33,0.165,0.532,0.094,0.279,LOW,0
24-08-2025,PUB_GMC_NAG,Government Medical College,7.3,3.23,306,0.64,26.61,7.05,0.47,0.304,0.269,0.372,MEDIUM,0
25-08-2025,PUB_GMC_NAG,Government Medical College,6.92,2.74,153,0.55,27.57,6.61,0.31,0.382,0.228,0.319,MEDIUM,0
26-08-2025,PUB_GMC_NAG,Government Medical College,6.99,4.3,328,0.5,25.77,7.21,0.56,0.429,0.358,0.474,MEDIUM,0
27-08-2025,PUB_GMC_NAG,Government Medical College,7.46,2.23,297,0.54,27.63,6.46,0.396,0.458,0.186,0.376,MEDIUM,0
28-08-2025,PUB_GMC_NAG,Government Medical College,6.92,1.62,228,0.79,25.52,6.48,0.298,0.432,0.135,0.312,MEDIUM,0
29-08-2025,PUB_GMC_NAG,Government Medical College,7.02,1.87,103,0.65,24.99,8.63,0.211,0.249,0.156,0.213,LOW,0
30-08-2025,PUB_GMC_NAG,Government Medical College,7.07,3.45,158,0.68,26.69,7.56,0.362,0.235,0.288,0.303,MEDIUM,0
31-08-2025,PUB_GMC_NAG,Government Medical College,6.99,3,266,0.71,27.01,8.03,0.422,0.387,0.25,0.375,MEDIUM,0
01-09-2025,PUB_GMC_NAG,Government Medical College,7.28,3.15,276,0.73,26.87,7.61,0.44,0.264,0.263,0.343,MEDIUM,0
02-09-2025,PUB_GMC_NAG,Government Medical College,7.28,4.25,233,0.65,26.43,6.64,0.477,0.235,0.354,0.368,MEDIUM,0
03-09-2025,PUB_GMC_NAG,Government Medical College,7.28,3.41,338,0.61,27.17,8.04,0.509,0.305,0.284,0.393,MEDIUM,0
04-09-2025,PUB_GMC_NAG,Government Medical College,7.17,2.78,222,0.54,27.25,7.46,0.37,0.178,0.232,0.275,LOW,0
