date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile,hospital_name_water,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag,lat,lng,rolling_cases_24h,rolling_cases_72h,delta_cases,case_growth_rate,water_contamination_index,humidity_index,rainfall_index,environmental_risk_index,future_cases_48h,predicted_cases_48h,raw_risk_score,riskScore,riskLevel,anomaly_val,is_anomaly,anomaly_score
2025-09-21,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,96,6,8,10,29,0.5932203389830509,36.0,0.55,0,meridian,Meridian Health — Coimbatore - West,7.3,3.81,106,0.12,31.26,6.97,0.238,0.505,0.523,0.071,LOW,0,11.041,76.995,0.40952380952380957,0.4621212121212121,0.43521594684385384,0.07201784967229118,0.03011961437018323,0.0,0.11346039309112568,0.11346039309112566,117.0,102.73665375554597,43.132853864235145,32.38730032580334,Low-Mod,1,False,0.1612045371994255
2025-09-22,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,99,13,10,10,42,0.47457627118644063,39.1,1.07,0,meridian,Meridian Health — Coimbatore - West,7.02,1.38,151,0.16,27.44,7.37,0.47,0.517,0.429,0.041,LOW,0,11.041,76.995,0.42380952380952386,0.4484848484848485,0.46179401993355484,0.07952464788732394,0.04175873311086514,0.0,0.0410958904109589,0.041095890410958846,124.0,96.92854125665734,40.43513740009848,29.559337497306508,Low,1,False,0.15969122702840927
2025-09-23,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,117,6,11,16,45,0.7118644067796608,29.3,1.27,1,meridian,Meridian Health — Coimbatore - West,7.15,2.34,133,0.18,24.6,7.25,0.597,0.366,0.455,0.053,LOW,0,11.041,76.995,0.5095238095238095,0.4727272727272727,0.5116279069767442,0.09352112676056339,0.037102262674309036,0.0,0.06968433591423466,0.06968433591423462,107.0,102.10709472007035,42.652749127399765,31.884016023095782,Low-Mod,1,False,0.1402772200083937
2025-09-24,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,124,7,18,11,70,0.7288135593220338,30.4,0.86,1,meridian,Meridian Health — Coimbatore - West,7.13,4.04,152,0.16,30.24,2.61,0.463,0.277,0.534,0.08,LOW,0,11.041,76.995,0.5428571428571428,0.5151515151515151,0.4750830564784053,0.08218129288551823,0.04277780749506579,0.0,0.12030970815961883,0.12030970815961883,112.0,113.84882653533391,48.02596192058173,37.516648751822935,Low-Mod,1,False,0.1461337645791529
2025-09-25,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,107,6,11,21,50,0.5084745762711863,41.8,0.54,0,meridian,Meridian Health — Coimbatore - West,7.51,2.97,176,0.25,25.41,5.31,0.593,0.668,0.239,0.068,LOW,0,11.041,76.995,0.461904761904762,0.5272727272727272,0.39534883720930236,0.06387551113130395,0.04911993394532659,0.0,0.0884455032757594,0.0884455032757594,122.0,117.47470224619002,49.3479339495934,38.90244589101708,Low-Mod,1,False,0.134130850333677
2025-09-26,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,112,7,10,17,43,0.6440677966101694,29.9,1.38,0,meridian,Meridian Health — Coimbatore - West,6.96,1.32,17,0.07,27.97,6.83,0.657,0.328,0.609,0.022,LOW,0,11.041,76.995,0.4857142857142858,0.5196969696969697,0.4684385382059801,0.08096353823877847,0.004987018117030338,0.0,0.03930911256700417,0.0393091125670042,115.0,114.07983674109546,46.174636365619136,35.57594077806782,Low-Mod,1,False,0.12131549186792567
2025-09-27,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,122,10,16,13,63,0.5084745762711863,50.2,0.86,1,meridian,Meridian Health — Coimbatore - West,7.31,3.24,74,0.19,31.67,3.76,0.366,0.744,0.37,0.058,LOW,0,11.041,76.995,0.5333333333333333,0.5166666666666667,0.4850498338870432,0.0849195171026157,0.02118659759454555,0.0,0.0964860035735557,0.09648600357355575,113.0,114.81489201679153,47.52641477028853,36.99298335151453,Low-Mod,1,False,0.1380048576147439
2025-09-28,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,115,16,11,11,41,0.4576271186440678,53.2,1.01,1,meridian,Meridian Health — Coimbatore - West,7.15,2.67,119,0.3,26.32,7.18,0.344,0.431,0.535,0.056,LOW,0,11.041,76.995,0.5,0.5287878787878787,0.4285714285714286,0.0712860771184484,0.033352398116564,0.0,0.07951161405598571,0.07951161405598572,110.0,117.63613131609165,48.85014061049344,38.38061897630516,Low-Mod,1,False,0.15931183319158143
2025-09-29,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,113,12,16,18,49,0.6101694915254238,14.3,1.23,0,meridian,Meridian Health — Coimbatore - West,7.21,1.65,38,0.3,26.45,5.24,0.292,0.283,0.434,0.029,LOW,0,11.041,76.995,0.49047619047619057,0.5303030303030303,0.4451827242524917,0.07500306184935701,0.010861440172927185,0.0,0.04913639070875521,0.049136390708755195,118.0,118.32991841932528,48.149174480005485,37.645810041634704,Low-Mod,1,False,0.1470023220757931
2025-09-30,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,110,16,9,17,58,0.7627118644067795,14.9,1.08,0,meridian,Meridian Health — Coimbatore - West,6.74,0.28,174,0.16,28.44,8.37,0.35,0.418,0.738,0.028,LOW,0,11.041,76.995,0.4761904761904762,0.5121212121212121,0.4418604651162791,0.07415181353608376,0.04779911479056856,0.0,0.008338296605122099,0.008338296605122086,111.0,109.55783122059455,45.3404888980061,34.70152048102991,Low-Mod,1,False,0.1564176703271346
2025-10-01,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,118,7,14,10,54,0.4576271186440678,33.0,0.8,1,meridian,Meridian Health — Coimbatore - West,7.14,2.95,138,0.3,27.43,6.22,0.287,0.271,0.366,0.063,LOW,0,11.041,76.995,0.5142857142857142,0.5166666666666667,0.47840531561461797,0.08338028169014085,0.03863978943701283,0.0,0.08784991066110781,0.08784991066110781,97.0,114.26872206549594,47.74518161591985,37.222312310201396,Low-Mod,1,False,0.15228412459926777
2025-10-02,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,111,11,8,14,43,0.4237288135593221,34.5,0.67,0,meridian,Meridian Health — Coimbatore - West,7.12,2.79,185,0.15,23.83,4.59,0.477,0.735,0.171,0.067,LOW,0,11.041,76.995,0.48095238095238096,0.5136363636363636,0.4285714285714286,0.07110527572212938,0.05148588725992431,0.0,0.08308516974389518,0.08308516974389524,117.0,113.21233248771543,47.660361310322855,37.1333968609617,Low-Mod,1,False,0.15525600897681835
2025-10-03,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,97,7,13,18,38,0.38983050847457623,19.9,0.51,0,meridian,Meridian Health — Coimbatore - West,6.9,2.08,144,0.18,25.61,5.27,0.486,0.365,0.339,0.051,LOW,0,11.041,76.995,0.4142857142857143,0.49393939393939396,0.4053156146179402,0.06489531785306434,0.040041531052965804,0.0,0.06194163192376415,0.06194163192376412,113.0,105.089293069211,43.856379478511016,33.1457579212691,Low-Mod,1,False,0.14553252313985482
2025-10-04,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,117,17,9,18,66,0.49152542372881347,28.1,1.15,1,meridian,Meridian Health — Coimbatore - West,7.17,1.46,66,0.08,24.99,5.55,0.169,0.269,0.638,0.031,LOW,0,11.041,76.995,0.5095238095238095,0.4924242424242424,0.5182724252491695,0.09578626397560622,0.018484610330918,0.0,0.043478260869565216,0.04347826086956519,119.0,104.49612097020332,42.78776930670452,32.025555007361504,Low-Mod,1,False,0.12879775679218225
2025-10-05,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,113,10,10,16,53,0.6779661016949153,46.5,1.54,0,meridian,Meridian Health — Coimbatore - West,7.26,2.31,135,0.24,29.88,7.87,0.341,0.115,0.569,0.053,LOW,0,11.041,76.995,0.49047619047619057,0.4954545454545454,0.4385382059800665,0.07344167569519683,0.03765774736556241,0.0,0.0687909469922573,0.0687909469922573,110.0,105.96004361927169,44.20165933859813,33.50770797151926,Low-Mod,1,False,0.16072893478908062
2025-10-06,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,119,7,13,12,44,0.4576271186440678,34.5,0.59,1,meridian,Meridian Health — Coimbatore - West,7.23,2.35,65,0.17,25.68,5.36,0.317,0.357,0.645,0.044,LOW,0,11.041,76.995,0.5190476190476191,0.5287878787878787,0.47176079734219273,0.08155552785740995,0.018462665256695644,0.0,0.06998213222156045,0.06998213222156047,110.0,117.24339839441933,48.15106063768421,37.64778726343508,Low-Mod,1,False,0.14283737497795135
2025-10-07,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,110,13,7,10,59,0.4237288135593221,37.4,0.84,0,meridian,Meridian Health — Coimbatore - West,7.1,3.16,161,0.29,21.17,7.41,0.331,0.263,0.258,0.069,LOW,0,11.041,76.995,0.4761904761904762,0.5181818181818182,0.4219269102990033,0.06958930050893597,0.0450011178272182,0.0,0.09410363311494939,0.0941036331149494,112.0,116.07832612168879,48.722400314641554,38.24671134992088,Low-Mod,1,False,0.1581398371643833
2025-10-08,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,110,16,15,16,48,0.6610169491525425,35.0,0.93,0,meridian,Meridian Health — Coimbatore - West,7.09,3.87,74,0.18,25.88,6.59,0.308,0.557,0.477,0.067,LOW,0,11.041,76.995,0.4761904761904762,0.5136363636363636,0.45182724252491696,0.07661971830985916,0.021329240576990864,0.0,0.11524717093508041,0.11524717093508041,108.0,112.52031200159841,46.800473727299895,36.23199370988847,Low-Mod,1,False,0.15674611170117708
2025-10-09,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,112,13,18,20,36,0.5932203389830509,61.4,0.58,0,meridian,Meridian Health — Coimbatore - West,7.01,2.5,172,0.21,28.47,8.55,0.695,0.489,0.533,0.061,LOW,0,11.041,76.995,0.4857142857142858,0.503030303030303,0.4584717607973422,0.07830985915492958,0.04782517456620759,0.0,0.07444907683144729,0.0744490768314473,107.0,108.59198800943722,45.61604120907559,34.990376520339545,Low-Mod,1,False,0.16164737515026484
2025-10-10,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,108,12,9,16,40,0.5254237288135591,39.0,0.4,0,meridian,Meridian Health — Coimbatore - West,7.38,1.52,119,0.18,25.02,6.06,0.275,0.245,0.263,0.039,LOW,0,11.041,76.995,0.46666666666666673,0.5,0.4385382059800665,0.07329979879275654,0.03306848371881227,0.0,0.04526503871351995,0.045265038713519945,116.0,107.11647570045507,44.2912951788816,33.60167145055517,Low-Mod,1,False,0.1615699194003153
2025-10-11,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,107,7,11,10,62,0.5762711864406779,42.2,0.47,0,meridian,Meridian Health — Coimbatore - West,7.43,4.36,69,0.22,22.6,6.97,0.15,0.765,0.505,0.074,LOW,0,11.041,76.995,0.461904761904762,0.4954545454545454,0.4485049833887043,0.07575899843505478,0.020138720300428063,0.0,0.1298391899940441,0.1298391899940441,99.0,107.81083174577165,45.026886207261946,34.3727769810621,Low-Mod,1,False,0.15324140317484702
2025-10-12,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,116,6,18,16,69,0.8474576271186441,27.9,1.36,1,meridian,Meridian Health — Coimbatore - West,6.98,1.61,187,0.19,26.35,5.55,0.443,0.372,0.383,0.05,LOW,0,11.041,76.995,0.5047619047619047,0.5015151515151515,0.4817275747508306,0.0844385941819139,0.05169710859931449,0.0,0.04794520547945206,0.047945205479452024,119.0,108.16002026587299,45.29437341912315,34.65317853633964,Low-Mod,1,False,0.14401766605638505
2025-10-13,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,99,15,14,8,51,0.8135593220338982,25.0,1.49,0,meridian,Meridian Health — Coimbatore - West,7.23,2.22,0,0.26,26.71,4.36,0.424,0.32,0.358,0.033,LOW,0,11.041,76.995,0.42380952380952386,0.48787878787878786,0.39534883720930236,0.0629966002914036,0.0005966317054202962,0.0,0.0661107802263252,0.06611078022632522,106.0,108.10330260577642,43.92032779573643,33.21279367779227,Low-Mod,1,False,0.089745475131696
2025-10-14,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,119,14,16,11,56,0.9152542372881355,25.4,0.38,1,meridian,Meridian Health — Coimbatore - West,7.23,3.07,288,0.26,26.59,5.94,0.502,0.737,0.456,0.085,LOW,0,11.041,76.995,0.5190476190476191,0.506060606060606,0.5182724252491695,0.09539906103286386,0.07983206531951342,0.0,0.09142346634901727,0.09142346634901721,110.0,110.46838404635737,47.49655024161852,36.96167695660902,Low-Mod,1,False,0.11605572102319267
2025-10-15,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,106,9,10,20,39,0.6271186440677966,45.5,1.15,0,meridian,Meridian Health — Coimbatore - West,7.22,0.1,160,0.15,29.54,4.27,0.656,0.255,0.499,0.024,LOW,0,11.041,76.995,0.45714285714285724,0.4909090909090909,0.40863787375415284,0.06646467037519233,0.043903864116100415,0.0,0.002977963073257892,0.0029779630732579276,104.0,102.73628476176724,42.44140945892249,31.66247282736493,Low-Mod,1,False,0.14980627550242048
2025-10-16,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,110,9,14,17,39,0.4067796610169493,16.2,0.31,0,meridian,Meridian Health — Coimbatore - West,7.28,2.6,16,0.31,23.27,7.11,0.042,0.276,0.33,0.04,LOW,0,11.041,76.995,0.4761904761904762,0.5075757575757576,0.46511627906976744,0.08012755779962796,0.005096743488142116,0.0,0.07742703990470519,0.07742703990470523,118.0,111.4634644223605,45.512558472635526,34.88189761385176,Low-Mod,1,False,0.12096312222434724
2025-10-17,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,104,10,9,19,56,0.966101694915254,41.4,0.84,0,meridian,Meridian Health — Coimbatore - West,7.32,2.61,134,0.17,28.62,5.13,0.34,0.664,0.627,0.057,LOW,0,11.041,76.995,0.44761904761904764,0.48484848484848486,0.4318936877076412,0.07154929577464789,0.037473957368950185,0.0,0.07772483621203097,0.07772483621203097,115.0,103.9372997820509,43.47638699600918,32.747419315300256,Low-Mod,1,False,0.16035247982136047
2025-10-18,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,118,7,15,19,56,0.8983050847457624,45.4,0.63,1,meridian,Meridian Health — Coimbatore - West,7.13,2.91,83,0.22,26.76,5.51,0.526,0.52,0.47,0.054,LOW,0,11.041,76.995,0.5142857142857142,0.503030303030303,0.49833887043189373,0.0891332611050921,0.023540206804893205,0.0,0.08665872543180465,0.08665872543180464,102.0,109.44922956186181,45.352485283209575,34.71409605443903,Low-Mod,1,False,0.14556142004194034
2025-10-19,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,115,6,8,14,55,0.44067796610169496,29.1,0.93,1,meridian,Meridian Health — Coimbatore - West,7.15,1.78,57,0.25,29.74,5.31,0.379,0.324,0.476,0.034,LOW,0,11.041,76.995,0.5,0.5106060606060605,0.4418604651162791,0.07425638577226068,0.016100826643514612,0.0,0.053007742703990474,0.053007742703990446,122.0,112.05463805471783,45.83495744823248,35.219862085305365,Low-Mod,1,False,0.14975377613765606
2025-10-20,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,102,5,9,20,38,0.6271186440677966,34.6,1.46,0,meridian,Meridian Health — Coimbatore - West,7.22,0.32,187,0.21,27.23,6.65,0.679,0.431,0.533,0.031,LOW,0,11.041,76.995,0.43809523809523815,0.5075757575757576,0.40863787375415284,0.06611145131659522,0.05137067562025694,0.0,0.009529481834425254,0.009529481834425257,106.0,108.24358880625674,44.93385060945465,34.275249603436,Low-Mod,1,False,0.14612852587020608
2025-10-21,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,122,17,14,24,72,0.44067796610169496,31.6,0.36,1,meridian,Meridian Health — Coimbatore - West,7.23,1.63,96,0.21,30.81,5.03,0.382,0.559,0.453,0.037,LOW,0,11.041,76.995,0.5333333333333333,0.5136363636363636,0.5182724252491695,0.09484672742336371,0.02676887584985729,0.0,0.04854079809410363,0.04854079809410361,125.0,113.68700410013446,46.76327589649053,36.1929999593487,Low-Mod,1,False,0.1312872007745607
2025-10-22,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,106,11,9,14,57,0.559322033898305,30.8,0.77,0,meridian,Meridian Health — Coimbatore - West,7.16,2.14,149,0.14,23.6,5.84,0.368,0.389,0.33,0.052,LOW,0,11.041,76.995,0.45714285714285724,0.5,0.39867109634551495,0.06442853844377741,0.041437786400363184,0.0,0.06372840976771889,0.06372840976771887,112.0,107.24435532634568,44.77815982022636,34.112042027499044,Low-Mod,1,False,0.1408829800572724
2025-10-23,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,125,19,9,13,50,0.6610169491525425,30.8,0.8,1,meridian,Meridian Health — Coimbatore - West,7.16,3.21,161,0.19,28.16,4.91,0.184,0.143,0.381,0.069,LOW,0,11.041,76.995,0.5476190476190477,0.5348484848484848,0.5149501661129569,0.09328195588626095,0.04502306290144056,0.0,0.09559261465157833,0.09559261465157831,106.0,119.17615218846,49.97707890894301,39.5619661120742,Low-Mod,1,False,0.13387054583223873
2025-10-24,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,112,17,14,15,36,0.7288135593220338,27.5,0.62,0,meridian,Meridian Health — Coimbatore - West,7.09,4.24,125,0.18,23.33,7.92,0.474,0.279,0.399,0.08,LOW,0,11.041,76.995,0.4857142857142858,0.5196969696969697,0.40863787375415284,0.06695211267605634,0.035420721362021027,0.0,0.1262656343061346,0.12626563430613458,103.0,115.88885001556744,48.68081799014896,38.20312142134579,Low-Mod,1,False,0.1537655901563607
2025-10-25,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,106,15,15,14,59,0.6610169491525425,47.8,1.73,0,meridian,Meridian Health — Coimbatore - West,7.31,2.26,126,0.22,25.64,7.3,0.22,0.502,0.325,0.051,LOW,0,11.041,76.995,0.45714285714285724,0.5196969696969697,0.4318936877076412,0.07163983903420523,0.03518206867985291,0.0,0.06730196545562835,0.06730196545562839,109.0,115.01703310719424,47.735294957829566,37.21194832201025,Low-Mod,1,False,0.15977536117986912
2025-10-26,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,103,15,12,19,39,0.8135593220338982,37.5,1.38,0,meridian,Meridian Health — Coimbatore - West,6.99,0.24,116,0.15,28.13,4.58,0.45,0.285,0.717,0.02,LOW,0,11.041,76.995,0.4428571428571429,0.48636363636363633,0.4418604651162791,0.07398883869253256,0.031843674263777044,0.0,0.00714711137581894,0.007147111375818915,102.0,104.85918732937387,42.97045627342105,32.21706214237487,Low-Mod,1,False,0.16098730991007182
2025-10-27,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,109,11,13,13,49,0.7457627118644067,26.1,0.55,0,meridian,Meridian Health — Coimbatore - West,7.37,3.59,162,0.25,32.8,6.13,0.402,0.399,0.715,0.075,LOW,0,11.041,76.995,0.4714285714285715,0.4818181818181818,0.47176079734219273,0.08203473266785177,0.04543041834169302,0.0,0.10690887432995831,0.10690887432995833,107.0,104.79218122458809,44.34887378338561,33.66202996317825,Low-Mod,1,False,0.1580112123149236
2025-10-28,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,102,8,12,13,51,0.7288135593220338,14.7,0.62,0,meridian,Meridian Health — Coimbatore - West,7.12,1.82,205,0.13,27.97,5.21,0.425,0.29,0.875,0.055,LOW,0,11.041,76.995,0.43809523809523815,0.47575757575757577,0.4285714285714286,0.07064995477451867,0.05670607179056717,0.0,0.05419892793329363,0.05419892793329362,111.0,103.01130363600429,43.447692887451666,32.71733984865642,Low-Mod,1,False,0.14868735920905335
2025-10-29,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,107,7,7,18,39,0.6271186440677966,44.7,0.61,0,meridian,Meridian Health — Coimbatore - West,7.11,3.1,0,0.11,25.94,6.04,0.286,0.424,0.659,0.046,LOW,0,11.041,76.995,0.461904761904762,0.4818181818181818,0.4684385382059801,0.0811764705882353,0.0008215687161994424,0.0,0.09231685527099465,0.09231685527099465,96.0,103.82517944695917,42.4778873929796,31.70071192437355,Low-Mod,1,False,0.10154683563753614
2025-10-30,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,111,11,9,17,38,0.6440677966101694,49.9,0.55,0,meridian,Meridian Health — Coimbatore - West,7.13,2.89,94,0.26,30.99,7.13,0.338,0.398,0.151,0.056,LOW,0,11.041,76.995,0.48095238095238096,0.48484848484848486,0.46511627906976744,0.0800947742529946,0.026552168241911523,0.0,0.08606313281715308,0.08606313281715305,100.0,104.27094224516783,43.36557327349601,32.631255481064656,Low-Mod,1,False,0.16077232170947475
2025-10-31,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,96,13,13,10,31,0.4237288135593221,49.6,1.12,0,meridian,Meridian Health — Coimbatore - West,7.29,2.77,107,0.22,30.64,5.34,0.528,0.585,0.529,0.056,LOW,0,11.041,76.995,0.40952380952380957,0.47575757575757577,0.4019933554817276,0.06405786067757899,0.03010727026593315,0.0,0.0824895771292436,0.08248957712924354,102.0,102.06358725758061,42.55354878230268,31.780026262778847,Low-Mod,1,False,0.1435062289548285
2025-11-01,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,100,10,9,9,45,0.7796610169491524,33.6,0.92,0,meridian,Meridian Health — Coimbatore - West,7.15,2.97,123,0.19,31.52,4.64,0.069,0.272,0.264,0.061,LOW,0,11.041,76.995,0.4285714285714286,0.4651515151515151,0.46511627906976744,0.08049295774647887,0.03453194585601562,0.0,0.0884455032757594,0.0884455032757594,110.0,100.12282700021467,41.96954420852393,31.167825815373057,Low-Mod,1,False,0.15683988262177784
2025-11-02,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,102,14,12,12,32,0.6101694915254238,40.3,0.79,0,meridian,Meridian Health — Coimbatore - West,6.84,2.24,140,0.11,24.25,4.71,0.696,0.409,0.24,0.052,LOW,0,11.041,76.995,0.43809523809523815,0.4515151515151515,0.4584717607973422,0.07847887323943661,0.03899639689312611,0.0,0.06670637284097679,0.0667063728409768,109.0,98.322400902722,41.165915996292355,30.325398250306634,Low-Mod,1,False,0.16225827901847878
2025-11-03,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,110,15,14,21,54,0.694915254237288,30.1,1.23,0,meridian,Meridian Health — Coimbatore - West,7.02,4.07,12,0.25,26.24,4.6,0.297,0.442,0.342,0.061,LOW,0,11.041,76.995,0.4761904761904762,0.4727272727272727,0.47840531561461797,0.08391052195526098,0.004367069770248788,0.0,0.1212030970815962,0.12120309708159616,112.0,101.48105156297855,41.93546368911485,31.132099880736853,Low-Mod,1,False,0.11781912496927993
2025-11-04,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,109,16,15,19,39,0.5423728813559322,25.2,1.0,0,meridian,Meridian Health — Coimbatore - West,7.02,3.2,281,0.2,27.21,6.06,0.19,0.522,0.495,0.086,LOW,0,11.041,76.995,0.4714285714285715,0.48636363636363633,0.4485049833887043,0.07577464788732395,0.07791872916075179,0.0,0.09529481834425255,0.09529481834425257,104.0,105.4486968577593,45.4699888013688,34.83727266917576,Low-Mod,1,False,0.14483491854464908
2025-11-05,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,112,10,12,10,64,0.2881355932203389,51.5,0.56,0,meridian,Meridian Health — Coimbatore - West,7.11,5.09,200,0.25,33.84,5.2,0.613,0.75,0.597,0.103,LOW,0,11.041,76.995,0.4857142857142858,0.5015151515151515,0.46179401993355484,0.07917818839643365,0.056230137993369844,0.0,0.15157832042882668,0.15157832042882668,112.0,111.82373792247395,47.93218251307895,37.4183416532001,Low-Mod,1,False,0.1552851735556438
2025-11-06,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,104,14,13,11,48,0.44067796610169496,35.8,1.22,0,meridian,Meridian Health — Coimbatore - West,6.98,1.97,38,0.24,28.73,6.51,0.601,0.351,0.348,0.034,LOW,0,11.041,76.995,0.44761904761904764,0.4924242424242424,0.42524916943521596,0.06997987927565393,0.01092316069417756,0.0,0.05866587254318047,0.05866587254318045,108.0,104.20459649714415,42.5961921451148,31.82472845684481,Low-Mod,1,False,0.14632832210938274
2025-11-07,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,112,11,12,11,65,0.4067796610169493,26.7,0.96,0,meridian,Meridian Health — Coimbatore - West,7.1,2.48,135,0.23,28.05,5.92,0.336,0.417,0.431,0.055,LOW,0,11.041,76.995,0.4857142857142858,0.49696969696969695,0.47840531561461797,0.0837703141928494,0.03768243557406256,0.0,0.07385348421679572,0.07385348421679572,96.0,105.6795063142277,44.140810435080915,33.44392126910295,Low-Mod,1,False,0.15747350959908685
2025-11-08,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,108,9,15,20,61,0.6271186440677966,54.1,0.45,0,meridian,Meridian Health — Coimbatore - West,6.99,4.3,247,0.23,23.81,4.71,0.319,0.468,0.521,0.098,LOW,0,11.041,76.995,0.46666666666666673,0.4909090909090909,0.4385382059800665,0.07329979879275654,0.0688924458196691,0.0,0.12805241215008933,0.12805241215008933,92.0,105.59724049176879,45.58619369279848,34.95908795918913,Low-Mod,1,False,0.1460429312360056
2025-11-09,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,private,Coimbatore - West,Coimbatore,96,10,7,8,40,0.7966101694915254,24.4,1.11,0,meridian,Meridian Health — Coimbatore - West,7.02,0.1,111,0.16,27.76,5.87,0.45,0.392,0.472,0.017,LOW,0,11.041,76.995,0.40952380952380957,0.47878787878787876,0.4119601328903655,0.06629107981220657,0.03043507481212959,0.0,0.002977963073257892,0.0029779630732579276,105.0,105.40063193546288,43.10308464928162,32.356093846382215,Low-Mod,1,False,0.15250750144146796
