date,hospital_id,hospital_name,hospital_type,city,state,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,conductivity_uS_cm,contamination_event_flag,water_risk_score
2026-01-24,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.02,0.83,354,204,0.42,27.47,4.99,229,0,0.211
2026-01-25,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.0,0.04,378,228,0.43,27.14,5.02,358,0,0.199
2026-01-26,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.08,1.52,227,178,0.39,26.46,5.82,314,0,0.171
2026-01-27,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.0,0.35,244,164,0.41,28.25,5.38,435,0,0.157
2026-01-28,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.98,1.22,244,131,0.41,27.83,5.87,284,0,0.187
2026-01-29,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.02,0.21,274,231,0.39,28.3,5.71,305,0,0.163
2026-01-30,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.88,0.11,3,181,0.37,28.24,5.69,353,0,0.082
2026-01-31,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.76,0.11,150,159,0.36,29.16,6.07,330,0,0.165
2026-02-01,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.02,0.35,253,217,0.27,28.28,5.61,387,0,0.171
2026-02-02,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.14,1.02,249,172,0.23,26.16,7.31,371,0,0.169
2026-02-03,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.25,0.73,235,188,0.43,28.07,5.5,223,0,0.133
2026-02-04,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.42,0.05,272,206,0.36,27.67,6.62,320,0,0.168
2026-02-05,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.88,0.04,260,252,0.47,27.65,5.08,243,0,0.172
2026-02-06,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.02,0.39,268,185,0.33,27.48,4.42,252,0,0.172
2026-02-07,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.95,1.0,228,208,0.4,29.19,6.6,325,0,0.181
2026-02-08,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.96,0.31,280,187,0.42,28.05,6.2,417,0,0.177
2026-02-09,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.24,0.24,401,189,0.47,28.89,6.45,335,0,0.179
2026-02-10,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.94,0.83,298,255,0.35,28.53,6.35,309,0,0.211
2026-02-11,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.18,1.89,192,170,0.31,27.94,6.02,356,0,0.157
2026-02-12,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.09,0.51,192,216,0.33,25.46,6.43,426,0,0.131
2026-02-13,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.21,0.28,358,250,0.33,28.95,6.01,393,0,0.171
2026-02-14,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.04,1.06,322,150,0.49,26.27,6.6,322,0,0.194
2026-02-15,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.16,0.94,340,220,0.41,24.89,5.92,251,0,0.181
2026-02-16,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.04,0.65,195,258,0.46,27.5,5.96,311,0,0.134
2026-02-17,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,7.09,0.32,391,193,0.34,27.53,5.49,352,0,0.204
2026-02-18,PUB_BHU_VNS,Sir Sunderlal Hospital (BHU),public,Varanasi,Uttar Pradesh,6.96,0.48,411,177,0.37,28.11,5.59,361,0,0.24
2025-08-23,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.56,12.156465246078788,1752,253,0.0,27.34,4.5733050337716,283,1,1.0
2025-08-24,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.06,4.67,11,226,0.32,22.66,6.43,308,0,0.191
2025-08-25,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.13,3.38,250,314,0.4,22.87,6.69,294,0,0.225
2025-08-26,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,5.11,190,255,0.34,25.79,6.81,224,0,0.253
2025-08-27,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.54,2.25,61,201,0.56,26.41,7.8,269,0,0.16
2025-08-28,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.57,4.55,292,229,0.36,23.74,6.78,334,0,0.341
2025-08-29,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.33,4.13,364,119,0.4,25.0,7.6,287,0,0.305
2025-08-30,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.31,5.2,362,212,0.38,26.25,5.63,243,0,0.335
2025-08-31,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.46,5.31,231,207,0.29,23.3,7.84,248,0,0.325
2025-09-01,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.3,3.37,274,204,0.36,21.88,5.94,292,0,0.245
2025-09-02,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.12,6.37,117,195,0.36,23.59,6.25,225,0,0.268
2025-09-03,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.16,3.86,424,226,0.46,24.72,7.58,96,0,0.297
2025-09-04,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,5.53,83,285,0.48,23.45,6.61,221,0,0.211
2025-09-05,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.21,2.87,218,172,0.41,24.88,5.91,400,0,0.184
2025-09-06,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,4.95,58,245,0.45,23.94,8.11,295,0,0.205
2025-09-07,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,4.47,239,164,0.39,23.11,6.4,414,0,0.285
2025-09-08,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.26,3.11,112,177,0.48,23.16,7.23,387,0,0.152
2025-09-09,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.22,4.72,21,309,0.44,23.81,6.44,284,0,0.16
2025-09-10,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,6.21,4,228,0.36,23.91,6.84,284,0,0.21
2025-09-11,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.39,4.8,217,117,0.39,21.91,7.3,395,0,0.28
2025-09-12,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.17,3.89,80,266,0.37,26.31,7.16,309,0,0.168
2025-09-13,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.29,5.02,73,226,0.36,25.01,6.8,219,0,0.212
2025-09-14,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.28,3.03,98,248,0.41,24.67,7.69,245,0,0.155
2025-09-15,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.11,4.09,114,193,0.36,23.27,5.81,261,0,0.2
2025-09-16,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.15,4.41,72,262,0.49,24.95,5.98,397,0,0.172
2025-09-17,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.47,4.18,339,204,0.21,23.08,7.95,187,0,0.344
2025-09-18,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.28,4.2,91,207,0.37,23.33,6.05,307,0,0.191
2025-09-19,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.41,5.08,51,179,0.34,26.1,7.3,341,0,0.231
2025-09-20,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.39,4.6,177,246,0.32,22.23,7.34,378,0,0.265
2025-09-21,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.15,5.03,387,223,0.3,24.22,6.58,249,0,0.336
2025-09-22,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,2.48,34,224,0.36,24.51,8.03,299,0,0.13
2025-09-23,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.36,3.14,264,205,0.37,23.92,7.53,200,0,0.245
2025-09-24,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.01,3.94,224,228,0.46,24.63,6.57,129,0,0.25
2025-09-25,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,5.24,107,224,0.4,22.74,7.28,406,0,0.22
2025-09-26,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.26,2.98,151,145,0.39,24.65,7.91,278,0,0.173
2025-09-27,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.33,3.26,112,170,0.35,23.67,7.09,248,0,0.184
2025-09-28,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.29,3.81,116,226,0.37,25.05,6.84,267,0,0.192
2025-09-29,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.26,3.41,112,294,0.29,23.7,6.68,274,0,0.18
2025-09-30,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,4.46,69,259,0.41,22.45,5.55,223,0,0.178
2025-10-01,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,4.58,156,160,0.31,24.0,7.06,200,0,0.229
2025-10-02,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,2.27,7,232,0.43,25.16,7.25,257,0,0.092
2025-10-03,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.37,2.99,119,202,0.32,24.16,8.37,313,0,0.189
2025-10-04,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.21,2.19,63,299,0.33,25.24,6.68,310,0,0.11
2025-10-05,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.38,2.37,49,281,0.44,25.09,7.38,324,0,0.133
2025-10-06,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.53,2.81,159,172,0.3,22.5,7.67,113,0,0.234
2025-10-07,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,19.913259256969322,1391,206,0.029994010834257345,24.58,5.087283366210638,366,1,1.0
2025-10-08,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.29,2.8,0,188,0.3,24.12,6.95,400,0,0.122
2025-10-09,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.33,0.88,130,172,0.29,23.01,6.51,195,0,0.125
2025-10-10,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.31,1.79,139,301,0.26,23.69,5.39,271,0,0.155
2025-10-11,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.36,3.28,114,254,0.57,26.29,6.59,190,0,0.176
2025-10-12,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.23,2.11,147,182,0.36,25.15,6.85,225,0,0.142
2025-10-13,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,1.46,77,221,0.36,24.3,7.27,289,0,0.133
2025-10-14,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.49,52,250,0.31,25.17,6.92,255,0,0.123
2025-10-15,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.36,2.27,164,230,0.32,24.75,7.24,373,0,0.184
2025-10-16,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.4,3.12,5,309,0.25,25.3,7.17,210,0,0.161
2025-10-17,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,2.72,224,198,0.34,21.03,7.95,217,0,0.201
2025-10-18,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,2.7,98,251,0.5,24.39,7.3,315,0,0.144
2025-10-19,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.41,2.45,204,262,0.45,23.21,6.81,308,0,0.202
2025-10-20,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.12,3.89,106,233,0.32,22.34,6.55,307,0,0.193
2025-10-21,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.36,2.89,138,211,0.4,25.99,7.33,348,0,0.184
2025-10-22,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,1.72,13,239,0.36,24.64,7.91,343,0,0.095
2025-10-23,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.43,2.84,34,221,0.3,26.09,7.38,328,0,0.165
2025-10-24,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.43,1.36,160,177,0.36,23.66,7.31,308,0,0.165
2025-10-25,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.44,2.35,171,229,0.23,22.87,6.82,370,0,0.214
2025-10-26,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,1.96,94,294,0.37,23.64,7.2,345,0,0.137
2025-10-27,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.23,3.13,77,248,0.38,24.69,6.45,234,0,0.143
2025-10-28,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.4,2.72,132,212,0.43,23.27,6.83,347,0,0.181
2025-10-29,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,2.41,283,234,0.28,24.54,6.68,322,0,0.251
2025-10-30,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.28,2.83,25,258,0.27,22.62,7.13,404,0,0.134
2025-10-31,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,3.27,203,251,0.34,22.65,5.58,273,0,0.203
2025-11-01,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,1.99,170,190,0.37,24.98,6.51,304,0,0.185
2025-11-02,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.23,3.27,128,225,0.49,24.93,6.49,286,0,0.156
2025-11-03,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,2.83,334,236,0.2,23.36,5.75,269,0,0.262
2025-11-04,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.04,2.16,29,236,0.36,24.46,6.85,194,0,0.122
2025-11-05,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,4.12,144,208,0.25,22.88,7.18,367,0,0.234
2025-11-06,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.31,3.33,170,241,0.31,24.29,6.4,293,0,0.209
2025-11-07,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,3.95,10,240,0.48,25.05,7.41,333,0,0.149
2025-11-08,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.44,2.01,17,223,0.19,25.66,7.64,261,0,0.146
2025-11-09,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.72,111,227,0.41,23.84,7.47,323,0,0.143
2025-11-10,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.21,3.71,14,220,0.44,23.12,7.09,330,0,0.125
2025-11-11,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.18,2.72,93,204,0.55,23.07,7.51,264,0,0.123
2025-11-12,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.15,2.85,165,255,0.49,27.89,7.06,245,0,0.162
2025-11-13,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,2.59,190,178,0.55,25.18,5.9,242,0,0.182
2025-11-14,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.38,3.6,7,248,0.21,23.95,7.58,253,0,0.176
2025-11-15,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.1,2.88,52,245,0.29,23.06,5.7,304,0,0.148
2025-11-16,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.26,1.94,124,259,0.35,24.41,7.07,207,0,0.135
2025-11-17,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.53,2.45,166,250,0.35,24.85,7.06,192,0,0.221
2025-11-18,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.35,65,177,0.45,26.15,7.49,381,0,0.11
2025-11-19,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.33,37,245,0.38,23.96,7.69,320,0,0.105
2025-11-20,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.18,2.3,168,259,0.41,26.53,7.89,323,0,0.149
2025-11-21,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.18,1.86,72,249,0.51,24.61,7.61,275,0,0.089
2025-11-22,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.36,3.35,70,208,0.44,24.42,6.19,122,0,0.167
2025-11-23,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.72,27,228,0.4,24.94,5.49,200,0,0.11
2025-11-24,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,3.18,151,239,0.33,23.64,6.47,345,0,0.183
2025-11-25,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.17,3.37,125,221,0.31,22.3,6.52,269,0,0.176
2025-11-26,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.0,2.64,190,243,0.32,24.13,6.57,302,0,0.213
2025-11-27,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.47,3.45,154,206,0.42,21.87,6.76,333,0,0.227
2025-11-28,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.37,3.24,133,216,0.41,22.83,6.4,296,0,0.193
2025-11-29,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.3,1.5,148,250,0.36,27.15,6.5,266,0,0.138
2025-11-30,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.72,77,174,0.32,23.94,7.65,446,0,0.138
2025-12-01,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.44,2.23,44,217,0.51,23.85,6.11,257,0,0.133
2025-12-02,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.37,3.26,89,247,0.18,24.2,7.42,233,0,0.199
2025-12-03,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.18,1.47,250,198,0.38,24.85,7.82,281,0,0.16
2025-12-04,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.22,2.9,222,217,0.29,22.06,6.18,352,0,0.201
2025-12-05,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.35,42,226,0.34,23.71,7.72,399,0,0.111
2025-12-06,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.09,15.644262997190847,2181,214,0.005128802570573576,23.79,4.885756962241892,339,1,1.0
2025-12-07,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,2.32,50,173,0.29,26.62,6.43,208,0,0.135
2025-12-08,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,2.7,89,272,0.41,23.38,6.65,257,0,0.15
2025-12-09,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.39,2.56,54,221,0.24,26.9,6.33,280,0,0.162
2025-12-10,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.31,2.57,81,238,0.49,25.06,7.8,218,0,0.132
2025-12-11,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,2.88,138,271,0.35,23.54,7.23,167,0,0.181
2025-12-12,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,2.68,24,260,0.28,23.89,7.08,386,0,0.122
2025-12-13,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.28,3.43,170,227,0.28,22.2,6.97,254,0,0.209
2025-12-14,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.39,3.3,90,182,0.4,22.74,6.45,223,0,0.183
2025-12-15,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,3.59,106,207,0.24,24.78,6.44,300,0,0.19
2025-12-16,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,3.36,93,221,0.4,26.8,7.44,286,0,0.156
2025-12-17,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.28,2.41,21,204,0.3,24.91,6.27,385,0,0.117
2025-12-18,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.37,2.79,107,203,0.38,25.48,6.49,184,0,0.172
2025-12-19,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.37,13.391694768241972,763,197,0.0,23.12,5.094433886015942,273,1,0.791
2025-12-20,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.21,2.24,86,229,0.34,25.57,7.21,180,0,0.12
2025-12-21,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.35,3.2,68,171,0.36,24.05,6.24,190,0,0.167
2025-12-22,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,2.61,69,220,0.27,23.5,7.23,267,0,0.143
2025-12-23,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.08,2.44,10,232,0.39,21.91,7.36,214,0,0.112
2025-12-24,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.47,2.74,4,183,0.39,23.56,6.85,405,0,0.149
2025-12-25,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.2,2.82,235,232,0.23,24.72,6.21,390,0,0.206
2025-12-26,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.18,4.85,239,195,0.36,25.04,7.38,323,0,0.259
2025-12-27,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.43,2.69,74,211,0.43,24.54,7.08,347,0,0.163
2025-12-28,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.04,2.99,126,281,0.24,26.09,6.95,326,0,0.198
2025-12-29,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.48,3.17,143,231,0.32,24.03,6.48,289,0,0.226
2025-12-30,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.0,3.08,96,211,0.38,22.2,8.07,285,0,0.183
2025-12-31,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,2.1,109,271,0.45,25.18,7.24,267,0,0.126
2026-01-01,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.11,2.63,86,260,0.39,26.16,7.63,260,0,0.142
2026-01-02,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.07,3.74,229,175,0.48,24.56,7.0,405,0,0.232
2026-01-03,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.44,3.23,149,245,0.33,23.99,6.37,268,0,0.222
2026-01-04,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.24,2.33,119,212,0.4,21.96,6.84,301,0,0.136
2026-01-05,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,2.65,35,235,0.41,24.71,7.53,306,0,0.112
2026-01-06,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,2.88,169,168,0.29,26.13,5.43,282,0,0.203
2026-01-07,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,2.71,70,227,0.33,24.1,6.5,369,0,0.17
2026-01-08,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.45,2.68,17,205,0.35,24.72,6.3,238,0,0.152
2026-01-09,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.34,3.43,51,176,0.63,25.08,6.75,353,0,0.151
2026-01-10,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.27,3.38,121,226,0.35,22.18,8.07,226,0,0.179
2026-01-11,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.12,2.63,20,221,0.42,25.36,7.4,270,0,0.111
2026-01-12,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.29,3.06,50,243,0.25,26.72,6.67,279,0,0.155
2026-01-13,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.19,2.33,311,256,0.24,26.02,7.62,272,0,0.222
2026-01-14,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.32,2.76,284,195,0.37,23.51,6.05,445,0,0.233
2026-01-15,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.14,2.93,49,209,0.4,22.99,7.26,273,0,0.13
2026-01-16,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.42,3.73,54,226,0.38,24.87,6.92,305,0,0.189
2026-01-17,PUB_LHMC_DEL,Lady Hardinge Medical College,public,New Delhi,Delhi,7.25,2.86,224,246,0.42,25.0,6.82,314,0,0.193
