hospital_id,hospital_name,city,tenant_profile,item_code,item_name,unit,current_stock,lead_time_days,unit_cost_inr
GOV_COIMBATORE,"District Government Hospital, Coimbatore",Coimbatore,government,ciprofloxacin_courses,Ciprofloxacin Course,course,278,7,95
GOV_COIMBATORE,"District Government Hospital, Coimbatore",Coimbatore,government,water_purification_tablets,Water Purification Tablets,tablet,10497,6,4
MER_COIMBATORE_CENTRAL,Meridian Health — Coimbatore - Central,Coimbatore - Central,meridian,ors_sachets,ORS Sachets,sachet,3410,2,15
MER_COIMBATORE_CENTRAL,Meridian Health — Coimbatore - Central,Coimbatore - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1449,4,65
MER_COIMBATORE_CENTRAL,Meridian Health — Coimbatore - Central,Coimbatore - Central,meridian,azithromycin_courses,Azithromycin Course,course,406,4,140
MER_COIMBATORE_CENTRAL,Meridian Health — Coimbatore - Central,Coimbatore - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,280,4,95
MER_COIMBATORE_CENTRAL,Meridian Health — Coimbatore - Central,Coimbatore - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,9233,2,4
MER_COIMBATORE_EAST,Meridian Health — Coimbatore - East,Coimbatore - East,meridian,ors_sachets,ORS Sachets,sachet,1902,2,15
MER_COIMBATORE_EAST,Meridian Health — Coimbatore - East,Coimbatore - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,682,4,65
MER_COIMBATORE_EAST,Meridian Health — Coimbatore - East,Coimbatore - East,meridian,azithromycin_courses,Azithromycin Course,course,175,6,140
MER_COIMBATORE_EAST,Meridian Health — Coimbatore - East,Coimbatore - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,193,6,95
MER_COIMBATORE_EAST,Meridian Health — Coimbatore - East,Coimbatore - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,6477,2,4
MER_COIMBATORE_NORTH,Meridian Health — Coimbatore - North,Coimbatore - North,meridian,ors_sachets,ORS Sachets,sachet,1474,1,15
MER_COIMBATORE_NORTH,Meridian Health — Coimbatore - North,Coimbatore - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,489,3,65
MER_COIMBATORE_NORTH,Meridian Health — Coimbatore - North,Coimbatore - North,meridian,azithromycin_courses,Azithromycin Course,course,161,4,140
MER_COIMBATORE_NORTH,Meridian Health — Coimbatore - North,Coimbatore - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,122,4,95
MER_COIMBATORE_NORTH,Meridian Health — Coimbatore - North,Coimbatore - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,5084,1,4
MER_COIMBATORE_SOUTH,Meridian Health — Coimbatore - South,Coimbatore - South,meridian,ors_sachets,ORS Sachets,sachet,1304,1,15
MER_COIMBATORE_SOUTH,Meridian Health — Coimbatore - South,Coimbatore - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,459,4,65
MER_COIMBATORE_SOUTH,Meridian Health — Coimbatore - South,Coimbatore - South,meridian,azithromycin_courses,Azithromycin Course,course,145,6,140
MER_COIMBATORE_SOUTH,Meridian Health — Coimbatore - South,Coimbatore - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,124,4,95
MER_COIMBATORE_SOUTH,Meridian Health — Coimbatore - South,Coimbatore - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,4275,2,4
MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,Coimbatore - West,meridian,ors_sachets,ORS Sachets,sachet,2416,2,15
MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,Coimbatore - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,847,3,65
MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,Coimbatore - West,meridian,azithromycin_courses,Azithromycin Course,course,198,4,140
MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,Coimbatore - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,168,5,95
MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,Coimbatore - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,7191,3,4
GOV_DEHRADUN,"District Government Hospital, Dehradun",Dehradun,government,ors_sachets,ORS Sachets,sachet,2477,6,15
GOV_DEHRADUN,"District Government Hospital, Dehradun",Dehradun,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,746,5,65
GOV_DEHRADUN,"District Government Hospital, Dehradun",Dehradun,government,azithromycin_courses,Azithromycin Course,course,217,8,140
GOV_DEHRADUN,"District Government Hospital, Dehradun",Dehradun,government,ciprofloxacin_courses,Ciprofloxacin Course,course,160,9,95
GOV_DEHRADUN,"District Government Hospital, Dehradun",Dehradun,government,water_purification_tablets,Water Purification Tablets,tablet,5860,5,4
PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),Delhi,default,ors_sachets,ORS Sachets,sachet,2171,3,15
PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,800,5,65
PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),Delhi,default,azithromycin_courses,Azithromycin Course,course,254,7,140
PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,222,7,95
PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,7155,4,4
PUB_LHMC_DEL,Lady Hardinge Medical College,Delhi,default,ors_sachets,ORS Sachets,sachet,3826,4,15
PUB_LHMC_DEL,Lady Hardinge Medical College,Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1170,5,65
PUB_LHMC_DEL,Lady Hardinge Medical College,Delhi,default,azithromycin_courses,Azithromycin Course,course,327,5,140
PUB_LHMC_DEL,Lady Hardinge Medical College,Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,280,7,95
PUB_LHMC_DEL,Lady Hardinge Medical College,Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,11671,4,4
PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,Delhi,default,ors_sachets,ORS Sachets,sachet,2176,3,15
PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,591,3,65
PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,Delhi,default,azithromycin_courses,Azithromycin Course,course,169,6,140
PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,188,6,95
PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,5998,3,4
PUB_GB_PANT_DEL,G.B. Pant Hospital,Delhi,default,ors_sachets,ORS Sachets,sachet,2812,3,15
PUB_GB_PANT_DEL,G.B. Pant Hospital,Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,922,5,65
PUB_GB_PANT_DEL,G.B. Pant Hospital,Delhi,default,azithromycin_courses,Azithromycin Course,course,293,5,140
PUB_GB_PANT_DEL,G.B. Pant Hospital,Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,215,6,95
PUB_GB_PANT_DEL,G.B. Pant Hospital,Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,7792,2,4
PVT_MAX_SAK,Max Super Speciality Hospital,Delhi,default,ors_sachets,ORS Sachets,sachet,1114,4,15
PVT_MAX_SAK,Max Super Speciality Hospital,Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,332,3,65
PVT_MAX_SAK,Max Super Speciality Hospital,Delhi,default,azithromycin_courses,Azithromycin Course,course,115,6,140
PVT_MAX_SAK,Max Super Speciality Hospital,Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,79,7,95
PVT_MAX_SAK,Max Super Speciality Hospital,Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,2588,4,4
PVT_SIR_GANGA_RAM,Sir Ganga Ram Hospital,Delhi,default,ors_sachets,ORS Sachets,sachet,1906,3,15
PVT_SIR_GANGA_RAM,Sir Ganga Ram Hospital,Delhi,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,703,4,65
PVT_SIR_GANGA_RAM,Sir Ganga Ram Hospital,Delhi,default,azithromycin_courses,Azithromycin Course,course,194,7,140
PVT_SIR_GANGA_RAM,Sir Ganga Ram Hospital,Delhi,default,ciprofloxacin_courses,Ciprofloxacin Course,course,144,7,95
PVT_SIR_GANGA_RAM,Sir Ganga Ram Hospital,Delhi,default,water_purification_tablets,Water Purification Tablets,tablet,5601,3,4
MER_DELHI_CENTRAL,Meridian Health — Delhi - Central,Delhi - Central,meridian,ors_sachets,ORS Sachets,sachet,1662,2,15
MER_DELHI_CENTRAL,Meridian Health — Delhi - Central,Delhi - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,652,2,65
MER_DELHI_CENTRAL,Meridian Health — Delhi - Central,Delhi - Central,meridian,azithromycin_courses,Azithromycin Course,course,196,5,140
MER_DELHI_CENTRAL,Meridian Health — Delhi - Central,Delhi - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,144,6,95
MER_DELHI_CENTRAL,Meridian Health — Delhi - Central,Delhi - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,5050,2,4
MER_DELHI_EAST,Meridian Health — Delhi - East,Delhi - East,meridian,ors_sachets,ORS Sachets,sachet,2692,2,15
MER_DELHI_EAST,Meridian Health — Delhi - East,Delhi - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,818,2,65
MER_DELHI_EAST,Meridian Health — Delhi - East,Delhi - East,meridian,azithromycin_courses,Azithromycin Course,course,260,6,140
MER_DELHI_EAST,Meridian Health — Delhi - East,Delhi - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,211,6,95
MER_DELHI_EAST,Meridian Health — Delhi - East,Delhi - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,7544,1,4
MER_DELHI_NORTH,Meridian Health — Delhi - North,Delhi - North,meridian,ors_sachets,ORS Sachets,sachet,3541,2,15
MER_DELHI_NORTH,Meridian Health — Delhi - North,Delhi - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1167,3,65
MER_DELHI_NORTH,Meridian Health — Delhi - North,Delhi - North,meridian,azithromycin_courses,Azithromycin Course,course,314,5,140
MER_DELHI_NORTH,Meridian Health — Delhi - North,Delhi - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,282,4,95
MER_DELHI_NORTH,Meridian Health — Delhi - North,Delhi - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,9912,2,4
MER_DELHI_SOUTH,Meridian Health — Delhi - South,Delhi - South,meridian,ors_sachets,ORS Sachets,sachet,2016,1,15
MER_DELHI_SOUTH,Meridian Health — Delhi - South,Delhi - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,699,4,65
MER_DELHI_SOUTH,Meridian Health — Delhi - South,Delhi - South,meridian,azithromycin_courses,Azithromycin Course,course,194,4,140
MER_DELHI_SOUTH,Meridian Health — Delhi - South,Delhi - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,168,6,95
MER_DELHI_SOUTH,Meridian Health — Delhi - South,Delhi - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,6419,1,4
MER_DELHI_WEST,Meridian Health — Delhi - West,Delhi - West,meridian,ors_sachets,ORS Sachets,sachet,1517,3,15
MER_DELHI_WEST,Meridian Health — Delhi - West,Delhi - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,421,4,65
MER_DELHI_WEST,Meridian Health — Delhi - West,Delhi - West,meridian,azithromycin_courses,Azithromycin Course,course,158,5,140
MER_DELHI_WEST,Meridian Health — Delhi - West,Delhi - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,125,5,95
MER_DELHI_WEST,Meridian Health — Delhi - West,Delhi - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,4275,2,4
GOV_GANGTOK,"District Government Hospital, Gangtok",Gangtok,government,ors_sachets,ORS Sachets,sachet,1542,5,15
GOV_GANGTOK,"District Government Hospital, Gangtok",Gangtok,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,467,6,65
GOV_GANGTOK,"District Government Hospital, Gangtok",Gangtok,government,azithromycin_courses,Azithromycin Course,course,141,8,140
GOV_GANGTOK,"District Government Hospital, Gangtok",Gangtok,government,ciprofloxacin_courses,Ciprofloxacin Course,course,126,7,95
GOV_GANGTOK,"District Government Hospital, Gangtok",Gangtok,government,water_purification_tablets,Water Purification Tablets,tablet,4942,5,4
PVT_FMH_GGN,Fortis Memorial Research Institute,Gurugram,default,ors_sachets,ORS Sachets,sachet,1065,3,15
PVT_FMH_GGN,Fortis Memorial Research Institute,Gurugram,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,389,5,65
PVT_FMH_GGN,Fortis Memorial Research Institute,Gurugram,default,azithromycin_courses,Azithromycin Course,course,124,7,140
PVT_FMH_GGN,Fortis Memorial Research Institute,Gurugram,default,ciprofloxacin_courses,Ciprofloxacin Course,course,91,6,95
PVT_FMH_GGN,Fortis Memorial Research Institute,Gurugram,default,water_purification_tablets,Water Purification Tablets,tablet,3529,2,4
PVT_MEDANTA_GGN,Medanta – The Medicity,Gurugram,default,ors_sachets,ORS Sachets,sachet,1202,2,15
PVT_MEDANTA_GGN,Medanta – The Medicity,Gurugram,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,433,3,65
PVT_MEDANTA_GGN,Medanta – The Medicity,Gurugram,default,azithromycin_courses,Azithromycin Course,course,107,6,140
PVT_MEDANTA_GGN,Medanta – The Medicity,Gurugram,default,ciprofloxacin_courses,Ciprofloxacin Course,course,89,6,95
PVT_MEDANTA_GGN,Medanta – The Medicity,Gurugram,default,water_purification_tablets,Water Purification Tablets,tablet,3175,2,4
GOV_GUWAHATI,"District Government Hospital, Guwahati",Guwahati,government,ors_sachets,ORS Sachets,sachet,3208,6,15
GOV_GUWAHATI,"District Government Hospital, Guwahati",Guwahati,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1198,7,65
GOV_GUWAHATI,"District Government Hospital, Guwahati",Guwahati,government,azithromycin_courses,Azithromycin Course,course,311,8,140
GOV_GUWAHATI,"District Government Hospital, Guwahati",Guwahati,government,ciprofloxacin_courses,Ciprofloxacin Course,course,281,7,95
GOV_GUWAHATI,"District Government Hospital, Guwahati",Guwahati,government,water_purification_tablets,Water Purification Tablets,tablet,8731,4,4
MER_GUWAHATI_CENTRAL,Meridian Health — Guwahati - Central,Guwahati - Central,meridian,ors_sachets,ORS Sachets,sachet,3187,2,15
MER_GUWAHATI_CENTRAL,Meridian Health — Guwahati - Central,Guwahati - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1081,2,65
MER_GUWAHATI_CENTRAL,Meridian Health — Guwahati - Central,Guwahati - Central,meridian,azithromycin_courses,Azithromycin Course,course,323,5,140
MER_GUWAHATI_CENTRAL,Meridian Health — Guwahati - Central,Guwahati - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,219,5,95
MER_GUWAHATI_CENTRAL,Meridian Health — Guwahati - Central,Guwahati - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,8884,2,4
MER_GUWAHATI_EAST,Meridian Health — Guwahati - East,Guwahati - East,meridian,ors_sachets,ORS Sachets,sachet,1060,1,15
MER_GUWAHATI_EAST,Meridian Health — Guwahati - East,Guwahati - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,393,4,65
MER_GUWAHATI_EAST,Meridian Health — Guwahati - East,Guwahati - East,meridian,azithromycin_courses,Azithromycin Course,course,109,4,140
MER_GUWAHATI_EAST,Meridian Health — Guwahati - East,Guwahati - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,95,6,95
MER_GUWAHATI_EAST,Meridian Health — Guwahati - East,Guwahati - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,2864,2,4
MER_GUWAHATI_NORTH,Meridian Health — Guwahati - North,Guwahati - North,meridian,ors_sachets,ORS Sachets,sachet,2235,3,15
MER_GUWAHATI_NORTH,Meridian Health — Guwahati - North,Guwahati - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,758,2,65
MER_GUWAHATI_NORTH,Meridian Health — Guwahati - North,Guwahati - North,meridian,azithromycin_courses,Azithromycin Course,course,208,5,140
MER_GUWAHATI_NORTH,Meridian Health — Guwahati - North,Guwahati - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,221,5,95
MER_GUWAHATI_NORTH,Meridian Health — Guwahati - North,Guwahati - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,7246,3,4
MER_GUWAHATI_SOUTH,Meridian Health — Guwahati - South,Guwahati - South,meridian,ors_sachets,ORS Sachets,sachet,1890,1,15
MER_GUWAHATI_SOUTH,Meridian Health — Guwahati - South,Guwahati - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,740,3,65
MER_GUWAHATI_SOUTH,Meridian Health — Guwahati - South,Guwahati - South,meridian,azithromycin_courses,Azithromycin Course,course,225,5,140
MER_GUWAHATI_SOUTH,Meridian Health — Guwahati - South,Guwahati - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,179,5,95
MER_GUWAHATI_SOUTH,Meridian Health — Guwahati - South,Guwahati - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,6163,2,4
MER_GUWAHATI_WEST,Meridian Health — Guwahati - West,Guwahati - West,meridian,ors_sachets,ORS Sachets,sachet,3358,1,15
MER_GUWAHATI_WEST,Meridian Health — Guwahati - West,Guwahati - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1185,2,65
MER_GUWAHATI_WEST,Meridian Health — Guwahati - West,Guwahati - West,meridian,azithromycin_courses,Azithromycin Course,course,351,4,140
MER_GUWAHATI_WEST,Meridian Health — Guwahati - West,Guwahati - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,297,4,95
MER_GUWAHATI_WEST,Meridian Health — Guwahati - West,Guwahati - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,10489,2,4
PVT_YASHODA_HYD,Yashoda Hospitals,Hyderabad,default,ors_sachets,ORS Sachets,sachet,1332,2,15
PVT_YASHODA_HYD,Yashoda Hospitals,Hyderabad,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,473,5,65
PVT_YASHODA_HYD,Yashoda Hospitals,Hyderabad,default,azithromycin_courses,Azithromycin Course,course,127,7,140
PVT_YASHODA_HYD,Yashoda Hospitals,Hyderabad,default,ciprofloxacin_courses,Ciprofloxacin Course,course,115,6,95
PVT_YASHODA_HYD,Yashoda Hospitals,Hyderabad,default,water_purification_tablets,Water Purification Tablets,tablet,4186,2,4
PVT_CARE_HYD,CARE Hospitals,Hyderabad,default,ors_sachets,ORS Sachets,sachet,790,2,15
PVT_CARE_HYD,CARE Hospitals,Hyderabad,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,255,3,65
PVT_CARE_HYD,CARE Hospitals,Hyderabad,default,azithromycin_courses,Azithromycin Course,course,87,6,140
PVT_CARE_HYD,CARE Hospitals,Hyderabad,default,ciprofloxacin_courses,Ciprofloxacin Course,course,71,5,95
PVT_CARE_HYD,CARE Hospitals,Hyderabad,default,water_purification_tablets,Water Purification Tablets,tablet,2222,4,4
MER_HYDERABAD_CENTRAL,Meridian Health — Hyderabad - Central,Hyderabad - Central,meridian,ors_sachets,ORS Sachets,sachet,3123,2,15
MER_HYDERABAD_CENTRAL,Meridian Health — Hyderabad - Central,Hyderabad - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1344,2,65
MER_HYDERABAD_CENTRAL,Meridian Health — Hyderabad - Central,Hyderabad - Central,meridian,azithromycin_courses,Azithromycin Course,course,365,6,140
MER_HYDERABAD_CENTRAL,Meridian Health — Hyderabad - Central,Hyderabad - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,258,4,95
MER_HYDERABAD_CENTRAL,Meridian Health — Hyderabad - Central,Hyderabad - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,10234,2,4
MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,Hyderabad - East,meridian,ors_sachets,ORS Sachets,sachet,2682,1,15
MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,Hyderabad - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1122,4,65
MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,Hyderabad - East,meridian,azithromycin_courses,Azithromycin Course,course,259,4,140
MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,Hyderabad - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,216,4,95
MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,Hyderabad - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,9213,3,4
MER_HYDERABAD_NORTH,Meridian Health — Hyderabad - North,Hyderabad - North,meridian,ors_sachets,ORS Sachets,sachet,5296,3,15
MER_HYDERABAD_NORTH,Meridian Health — Hyderabad - North,Hyderabad - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1844,4,65
MER_HYDERABAD_NORTH,Meridian Health — Hyderabad - North,Hyderabad - North,meridian,azithromycin_courses,Azithromycin Course,course,523,6,140
MER_HYDERABAD_NORTH,Meridian Health — Hyderabad - North,Hyderabad - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,499,6,95
MER_HYDERABAD_NORTH,Meridian Health — Hyderabad - North,Hyderabad - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,13918,2,4
MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,Hyderabad - South,meridian,ors_sachets,ORS Sachets,sachet,844,2,15
MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,Hyderabad - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,358,4,65
MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,Hyderabad - South,meridian,azithromycin_courses,Azithromycin Course,course,96,6,140
MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,Hyderabad - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,91,6,95
MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,Hyderabad - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,2679,2,4
MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,Hyderabad - West,meridian,ors_sachets,ORS Sachets,sachet,1768,1,15
MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,Hyderabad - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,630,4,65
MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,Hyderabad - West,meridian,azithromycin_courses,Azithromycin Course,course,220,5,140
MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,Hyderabad - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,156,5,95
MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,Hyderabad - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,5882,3,4
GOV_IMPHAL,"District Government Hospital, Imphal",Imphal,government,ors_sachets,ORS Sachets,sachet,3111,5,15
GOV_IMPHAL,"District Government Hospital, Imphal",Imphal,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1193,5,65
GOV_IMPHAL,"District Government Hospital, Imphal",Imphal,government,azithromycin_courses,Azithromycin Course,course,296,7,140
GOV_IMPHAL,"District Government Hospital, Imphal",Imphal,government,ciprofloxacin_courses,Ciprofloxacin Course,course,299,7,95
GOV_IMPHAL,"District Government Hospital, Imphal",Imphal,government,water_purification_tablets,Water Purification Tablets,tablet,9666,6,4
GOV_INDORE,"District Government Hospital, Indore",Indore,government,ors_sachets,ORS Sachets,sachet,773,4,15
GOV_INDORE,"District Government Hospital, Indore",Indore,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,218,7,65
GOV_INDORE,"District Government Hospital, Indore",Indore,government,azithromycin_courses,Azithromycin Course,course,61,9,140
GOV_INDORE,"District Government Hospital, Indore",Indore,government,ciprofloxacin_courses,Ciprofloxacin Course,course,64,8,95
GOV_INDORE,"District Government Hospital, Indore",Indore,government,water_purification_tablets,Water Purification Tablets,tablet,1961,4,4
MER_INDORE_CENTRAL,Meridian Health — Indore - Central,Indore - Central,meridian,ors_sachets,ORS Sachets,sachet,988,1,15
MER_INDORE_CENTRAL,Meridian Health — Indore - Central,Indore - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,292,4,65
MER_INDORE_CENTRAL,Meridian Health — Indore - Central,Indore - Central,meridian,azithromycin_courses,Azithromycin Course,course,91,6,140
MER_INDORE_CENTRAL,Meridian Health — Indore - Central,Indore - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,86,6,95
MER_INDORE_CENTRAL,Meridian Health — Indore - Central,Indore - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,2625,2,4
MER_INDORE_EAST,Meridian Health — Indore - East,Indore - East,meridian,ors_sachets,ORS Sachets,sachet,2962,2,15
MER_INDORE_EAST,Meridian Health — Indore - East,Indore - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,859,4,65
MER_INDORE_EAST,Meridian Health — Indore - East,Indore - East,meridian,azithromycin_courses,Azithromycin Course,course,278,6,140
MER_INDORE_EAST,Meridian Health — Indore - East,Indore - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,246,4,95
MER_INDORE_EAST,Meridian Health — Indore - East,Indore - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,8149,2,4
MER_INDORE_NORTH,Meridian Health — Indore - North,Indore - North,meridian,ors_sachets,ORS Sachets,sachet,1910,1,15
MER_INDORE_NORTH,Meridian Health — Indore - North,Indore - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,772,2,65
MER_INDORE_NORTH,Meridian Health — Indore - North,Indore - North,meridian,azithromycin_courses,Azithromycin Course,course,210,4,140
MER_INDORE_NORTH,Meridian Health — Indore - North,Indore - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,181,4,95
MER_INDORE_NORTH,Meridian Health — Indore - North,Indore - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,5274,3,4
MER_INDORE_SOUTH,Meridian Health — Indore - South,Indore - South,meridian,ors_sachets,ORS Sachets,sachet,2320,2,15
MER_INDORE_SOUTH,Meridian Health — Indore - South,Indore - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,757,3,65
MER_INDORE_SOUTH,Meridian Health — Indore - South,Indore - South,meridian,azithromycin_courses,Azithromycin Course,course,206,4,140
MER_INDORE_SOUTH,Meridian Health — Indore - South,Indore - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,185,5,95
MER_INDORE_SOUTH,Meridian Health — Indore - South,Indore - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,6073,1,4
MER_INDORE_WEST,Meridian Health — Indore - West,Indore - West,meridian,ors_sachets,ORS Sachets,sachet,1598,2,15
MER_INDORE_WEST,Meridian Health — Indore - West,Indore - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,593,2,65
MER_INDORE_WEST,Meridian Health — Indore - West,Indore - West,meridian,azithromycin_courses,Azithromycin Course,course,182,5,140
