date,hospital_id,hospital_name,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag
31-12-2025,GOV_JAMMU,"District Government Hospital, Jammu",7.49,2.9,51,0.25,27.89,5.66,0.121,0.66,0.431,0.05,LOW,0
01-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.43,1.57,69,0.12,25.53,7.54,0.559,0.34,0.32,0.033,LOW,0
02-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.73,1.58,48,0.22,30.69,5.51,0.311,0.855,0.489,0.03,LOW,0
03-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.33,1.25,165,0.23,34.0,4.1,0.319,0.379,0.549,0.041,LOW,0
04-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.46,2.45,101,0.22,25.48,4.72,0.207,0.904,0.401,0.05,LOW,0
05-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.18,0.84,268,0.2,30.1,6.96,0.347,0.375,0.074,0.05,LOW,0
06-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.19,1.35,98,0.17,26.7,5.22,0.285,0.233,0.683,0.033,LOW,0
07-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.33,1.4,65,0.21,27.97,6.08,0.468,0.645,0.417,0.03,LOW,0
08-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.4,2.33,318,0.14,26.67,7.14,0.198,0.407,0.248,0.078,LOW,0
09-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.6,2.34,165,0.21,25.86,6.03,0.373,0.338,0.408,0.057,LOW,0
10-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.48,2.1,78,0.28,28.62,6.63,0.301,0.403,0.578,0.042,LOW,0
11-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.55,0.74,361,0.23,29.78,5.75,0.592,0.439,0.468,0.061,LOW,0
12-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.5,0.59,198,0.21,26.82,5.5,0.753,0.583,0.435,0.036,LOW,0
13-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.38,3.13,232,0.18,23.56,4.14,0.535,0.379,0.529,0.078,LOW,0
14-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.14,2.18,88,0.24,29.21,7.64,0.453,0.541,0.136,0.044,LOW,0
15-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.38,1.33,121,0.25,22.44,8.09,0.224,0.385,0.265,0.036,LOW,0
16-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.16,1.42,290,0.32,28.71,5.61,0.327,0.201,0.345,0.061,LOW,0
17-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.52,1.11,226,0.29,29.26,5.51,0.285,0.249,0.536,0.048,LOW,0
18-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.18,1.63,247,0.19,26.65,6.65,0.535,0.444,0.806,0.058,LOW,0
19-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.13,1.24,224,0.12,24.5,5.62,0.541,0.381,0.388,0.049,LOW,0
20-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.27,1.96,66,0.32,25.33,7.48,0.708,0.551,0.361,0.038,LOW,0
21-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.61,1.47,227,0.14,27.97,6.89,0.239,0.476,0.433,0.053,LOW,0
22-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.39,0.1,90,0.25,26.56,5.91,0.219,0.257,0.376,0.014,LOW,0
23-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.56,1.52,82,0.22,20.39,6.92,0.577,0.522,0.534,0.034,LOW,0
24-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.37,1.35,258,0.23,30.15,7.18,0.181,0.436,0.672,0.056,LOW,0
25-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.43,2.02,314,0.24,25.05,7.62,0.536,0.626,0.172,0.073,LOW,0
26-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.16,2.08,41,0.26,26.97,5.58,0.84,0.301,0.474,0.036,LOW,0
27-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.52,1.89,235,0.24,28.35,6.27,0.417,0.496,0.491,0.06,LOW,0
28-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.38,2.36,187,0.13,20.87,6.41,0.383,0.655,0.302,0.061,LOW,0
29-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.52,0.65,108,0.28,28.17,8.03,0.366,0.368,0.279,0.025,LOW,0
30-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.46,3.27,16,0.25,25.27,6.64,0.369,0.474,0.399,0.05,LOW,0
31-01-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.45,1.63,156,0.28,26.83,6.13,0.252,0.323,0.193,0.046,LOW,0
01-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.5,1.63,309,0.16,30.06,4.44,0.433,0.263,0.386,0.067,LOW,0
02-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.49,0.35,149,0.18,25.63,5.6,0.509,0.771,0.813,0.026,LOW,0
03-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.42,0.84,117,0.17,30.01,6.46,0.406,0.537,0.198,0.029,LOW,0
04-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.43,1.45,321,0.25,25.72,6.16,0.679,0.503,0.302,0.066,LOW,0
05-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.46,1.52,211,0.22,27.62,6.64,0.523,0.319,0.299,0.052,LOW,0
06-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.44,2.14,106,0.19,23.51,5.33,0.269,0.434,0.263,0.046,LOW,0
07-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.48,1.17,188,0.15,25.05,7.25,0.16,0.444,0.514,0.043,LOW,0
08-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.49,2.09,115,0.25,25.14,5.53,0.491,0.498,0.307,0.047,LOW,0
09-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.46,1.57,160,0.2,25.76,7.05,0.38,0.418,0.243,0.045,LOW,0
10-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.39,1.99,241,0.33,27.14,5.68,0.435,0.329,0.549,0.063,LOW,0
11-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.54,2.05,125,0.11,26.47,4.22,0.243,0.456,0.239,0.048,LOW,0
12-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.25,1.14,142,0.25,31.2,3.32,0.334,0.593,0.278,0.037,LOW,0
13-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.21,2.11,269,0.23,27.27,5.01,0.258,0.322,0.601,0.068,LOW,0
14-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.57,0.56,161,0.02,22.7,6.76,0.407,0.286,0.471,0.031,LOW,0
15-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.37,0.99,151,0.16,22.42,4.29,0.13,0.319,0.42,0.036,LOW,0
16-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.43,1.61,175,0.22,32.32,6.83,0.263,0.364,0.216,0.048,LOW,0
17-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.48,1.62,108,0.27,22.57,7.86,0.208,0.555,0.807,0.039,LOW,0
18-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.43,1.33,0,0.22,26.68,6.17,0.531,0.448,0.513,0.02,LOW,0
19-02-2026,GOV_JAMMU,"District Government Hospital, Jammu",7.17,1.89,188,0.19,28.82,5.8,0.621,0.258,0.37,0.054,LOW,0
24-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,2.18,46,0.29,27.88,4.99,0.431,0.5,0.511,0.038,LOW,0
25-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.34,2.27,183,0.12,27.08,6.06,0.216,0.69,0.479,0.059,LOW,0
26-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.49,1.25,124,0.3,32.41,7.54,0.551,0.357,0.682,0.036,LOW,0
27-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.32,2.59,168,0.19,27.35,5.66,0.251,0.32,0.425,0.061,LOW,0
28-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.52,1.83,170,0.27,28.72,5.39,0.293,0.55,0.51,0.05,LOW,0
29-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,2.33,119,0.23,32.9,7.57,0.545,0.599,0.422,0.051,LOW,0
30-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.5,2.18,82,0.25,24.42,6.52,0.382,0.548,0.561,0.044,LOW,0
31-08-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.47,2.49,100,0.19,33.19,7.07,0.062,0.328,0.534,0.051,LOW,0
01-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.55,1.22,97,0.2,24.45,6.29,0.511,0.593,0.55,0.031,LOW,0
02-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,1.73,135,0.2,25.76,5.72,0.488,0.389,0.613,0.044,LOW,0
03-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.55,2.25,93,0.09,23.11,4.18,0.467,0.714,0.493,0.046,LOW,0
04-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,2.39,192,0.24,19.97,7.28,0.364,0.022,0.415,0.062,LOW,0
05-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,1.74,130,0.2,28.61,4.82,0.227,0.512,0.584,0.044,LOW,0
06-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.53,1.76,114,0.2,27.43,3.5,0.342,0.408,0.398,0.042,LOW,0
07-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.65,1.71,192,0.3,33.43,8.33,0.437,0.679,0.555,0.052,LOW,0
08-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,1.42,169,0.23,28.62,7.59,0.392,0.585,0.487,0.044,LOW,0
09-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,2.76,118,0.07,31.93,7.43,0.273,0.587,0.435,0.057,LOW,0
10-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.37,3.41,98,0.19,27.69,7.47,0.476,0.486,0.435,0.064,LOW,0
11-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.49,1.93,119,0.13,30.15,5.03,0.311,0.577,0.451,0.045,LOW,0
12-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.37,2.11,160,0.19,23.63,5.26,0.44,0.255,0.639,0.053,LOW,0
13-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.5,0.1,157,0.18,26.12,4.04,0.491,0.231,0.303,0.023,LOW,0
14-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,3.49,163,0.22,27.43,5.34,0.0,0.573,0.362,0.074,LOW,0
15-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.65,2.62,208,0.23,31.4,5.95,0.401,0.533,0.462,0.067,LOW,0
16-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.57,0.14,184,0.24,28.41,3.73,0.307,0.382,0.541,0.028,LOW,0
17-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,3.6,0,0.25,34.0,6.29,0.304,0.494,0.377,0.053,LOW,0
18-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.55,2.36,188,0.15,24.64,5.29,0.432,0.665,0.262,0.061,LOW,0
19-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.64,2.13,117,0.22,22.94,4.61,0.355,0.58,0.344,0.048,LOW,0
20-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.7,0.76,148,0.29,32.07,6.24,0.659,0.469,0.284,0.032,LOW,0
21-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.73,2.0,59,0.21,34.0,6.33,0.189,0.382,0.358,0.038,LOW,0
22-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,0.24,204,0.25,31.76,8.66,0.499,0.612,0.269,0.032,LOW,0
23-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.56,2.06,0,0.08,24.83,5.65,0.601,0.456,0.521,0.03,LOW,0
24-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.5,3.19,77,0.19,23.12,6.64,0.329,0.219,0.803,0.058,LOW,0
25-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.78,1.85,95,0.16,29.2,6.51,0.29,0.46,0.252,0.04,LOW,0
26-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.71,0.57,119,0.24,25.53,5.25,0.671,0.339,0.544,0.025,LOW,0
27-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.4,3.0,5,0.28,28.56,5.27,0.495,0.502,0.353,0.045,LOW,0
28-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,0.8,132,0.24,30.36,5.99,0.383,0.388,0.34,0.03,LOW,0
29-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.43,2.28,147,0.12,28.33,6.5,0.495,0.417,0.609,0.054,LOW,0
30-09-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,2.2,137,0.16,31.99,5.88,0.547,0.574,0.216,0.051,LOW,0
01-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.49,3.4,0,0.2,23.15,8.41,0.476,0.438,0.393,0.05,LOW,0
02-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.37,2.25,86,0.2,30.63,7.91,0.3,0.326,0.345,0.045,LOW,0
03-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.29,2.6,125,0.28,26.54,6.87,0.368,0.36,0.449,0.056,LOW,0
04-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.41,0.57,163,0.22,26.19,4.91,0.391,0.405,0.673,0.031,LOW,0
05-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.4,2.13,128,0.24,27.63,5.96,0.398,0.534,0.198,0.049,LOW,0
06-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.18,1.81,203,0.24,25.94,3.92,0.518,0.308,0.564,0.055,LOW,0
07-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.3,0.55,108,0.31,30.09,5.45,0.47,0.678,0.539,0.023,LOW,0
08-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.43,2.49,52,0.12,23.3,6.02,0.308,0.697,0.489,0.044,LOW,0
09-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.34,2.68,129,0.24,25.99,5.55,0.787,0.279,0.306,0.057,LOW,0
10-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.69,0.96,90,0.25,32.24,5.82,0.211,0.556,0.452,0.027,LOW,0
11-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.65,1.15,155,0.14,30.41,6.97,0.405,0.548,0.359,0.038,LOW,0
12-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.38,2.25,55,0.28,22.51,6.15,0.442,0.383,0.481,0.041,LOW,0
13-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.6,2.13,75,0.16,25.07,4.64,0.403,0.497,0.268,0.042,LOW,0
14-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.5,2.85,59,0.02,24.16,7.47,0.306,0.267,0.534,0.05,LOW,0
15-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.17,0.63,99,0.1,23.5,5.44,0.457,0.715,0.358,0.023,LOW,0
16-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.41,1.22,39,0.25,18.0,8.39,0.724,0.527,0.524,0.023,LOW,0
17-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.64,2.62,187,0.25,23.54,5.96,0.423,0.508,0.46,0.064,LOW,0
18-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.48,0.73,115,0.22,21.73,7.62,0.32,0.419,0.245,0.027,LOW,0
19-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.45,0.55,66,0.29,28.54,8.41,0.646,0.183,0.525,0.017,LOW,0
20-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.62,2.61,95,0.28,29.13,4.84,0.311,0.359,0.291,0.052,LOW,0
21-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.6,1.69,111,0.23,29.54,6.13,0.543,0.439,0.48,0.04,LOW,0
22-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.59,3.59,232,0.16,24.85,6.42,0.36,0.346,0.416,0.085,LOW,0
23-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,1.57,143,0.17,26.52,6.01,0.658,0.479,0.544,0.043,LOW,0
24-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.47,2.53,105,0.24,31.18,5.28,0.257,0.651,0.289,0.052,LOW,0
25-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,2.25,13,0.14,24.8,4.11,0.201,0.227,0.379,0.035,LOW,0
26-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,2.51,108,0.27,27.39,6.96,0.427,0.146,0.339,0.052,LOW,0
27-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.22,2.8,118,0.18,22.19,4.37,0.4,0.633,0.729,0.058,LOW,0
28-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.38,2.93,168,0.26,25.41,8.06,0.32,0.528,0.34,0.066,LOW,0
29-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.49,1.19,56,0.17,27.74,7.39,0.298,0.433,0.429,0.025,LOW,0
30-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.08,2.69,107,0.18,27.49,7.23,0.564,0.681,0.278,0.054,LOW,0
31-10-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.8,0.8,84,0.15,20.8,7.7,0.502,0.084,0.481,0.023,LOW,0
01-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.6,0.76,108,0.19,27.84,5.48,0.333,0.432,0.428,0.026,LOW,0
02-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.65,1.64,134,0.26,28.78,6.26,0.682,0.748,0.547,0.043,LOW,0
03-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.73,1.45,73,0.21,28.4,5.13,0.302,0.81,0.41,0.031,LOW,0
04-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.53,3.24,104,0.22,25.61,5.55,0.563,0.491,0.606,0.062,LOW,0
05-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,3.11,59,0.18,26.74,6.01,0.453,0.403,0.446,0.054,LOW,0
06-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.8,1.38,53,0.22,27.15,5.54,0.438,0.304,0.277,0.028,LOW,0
07-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.41,1.01,174,0.19,25.49,7.25,0.755,0.452,0.453,0.039,LOW,0
08-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.79,1.62,261,0.19,27.98,5.05,0.449,0.388,0.358,0.06,LOW,0
09-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.7,2.2,185,0.21,22.53,5.68,0.544,0.615,0.291,0.058,LOW,0
10-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,2.07,42,0.11,22.41,7.38,0.262,0.41,0.427,0.036,LOW,0
11-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.65,1.94,181,0.23,26.15,6.65,0.123,0.242,0.514,0.054,LOW,0
12-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,1.86,119,0.19,25.19,8.87,0.346,0.359,0.477,0.044,LOW,0
13-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.57,1.52,112,0.25,21.98,5.29,0.384,0.438,0.665,0.038,LOW,0
14-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,1.4,159,0.3,23.77,7.62,0.294,0.681,0.74,0.043,LOW,0
15-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.57,3.02,154,0.21,26.37,6.17,0.185,0.078,0.337,0.066,LOW,0
16-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.36,2.24,103,0.12,26.1,5.75,0.382,0.514,0.372,0.047,LOW,0
17-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.36,1.08,176,0.27,30.55,5.54,0.083,0.326,0.271,0.04,LOW,0
18-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.62,3.01,107,0.3,30.51,7.54,0.251,0.463,0.481,0.059,LOW,0
19-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.15,2.11,173,0.2,30.09,6.75,0.393,0.521,0.62,0.055,LOW,0
20-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.51,0.3,186,0.21,23.45,5.75,0.419,0.692,0.665,0.03,LOW,0
21-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.24,1.92,0,0.14,26.92,7.62,0.452,0.722,0.488,0.028,LOW,0
22-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.38,3.03,154,0.22,22.28,7.9,0.344,0.461,0.154,0.066,LOW,0
23-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.12,2.35,183,0.34,20.56,4.44,0.577,0.179,0.125,0.06,LOW,0
24-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.41,1.54,113,0.26,28.84,5.82,0.357,0.358,0.616,0.038,LOW,0
25-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.53,1.53,107,0.12,24.77,5.91,0.406,0.57,0.588,0.037,LOW,0
26-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,1.11,102,0.3,31.57,5.45,0.507,0.521,0.305,0.031,LOW,0
27-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.5,3.46,117,0.19,28.11,6.02,0.347,0.635,0.267,0.067,LOW,0
28-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.6,2.61,156,0.2,25.05,7.58,0.616,0.466,0.387,0.06,LOW,0
29-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,2.65,45,0.13,29.35,6.4,0.5,0.374,0.617,0.045,LOW,0
30-11-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,3.11,170,0.17,23.92,4.49,0.504,0.278,0.535,0.069,LOW,0
01-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,1.46,111,0.27,28.12,5.49,0.529,0.263,0.531,0.037,LOW,0
02-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.39,0.93,184,0.31,25.56,6.88,0.406,0.5,0.479,0.039,LOW,0
03-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,1.5,103,0.28,31.2,4.42,0.522,0.454,0.517,0.036,LOW,0
04-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.35,2.31,218,0.23,29.15,5.47,0.507,0.437,0.093,0.064,LOW,0
05-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.64,1.58,145,0.03,28.13,5.73,0.434,0.443,0.385,0.043,LOW,0
06-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,2.57,108,0.25,29.38,5.02,0.656,0.835,0.386,0.053,LOW,0
07-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.42,1.68,88,0.14,27.12,4.69,0.508,0.442,0.315,0.037,LOW,0
08-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.44,1.98,47,0.24,23.42,4.79,0.239,0.693,0.413,0.036,LOW,0
09-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.53,3.21,11,0.17,24.26,6.04,0.494,0.268,0.585,0.049,LOW,0
10-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.78,1.99,14,0.19,25.04,5.95,0.568,0.283,0.424,0.031,LOW,0
11-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.43,2.48,229,0.12,28.72,6.49,0.505,0.685,0.643,0.068,LOW,0
12-12-2025,GOV_THIRUVANANTHAPURAM,"District Government Hospital, Thiruvananthapuram",7.46,2.78,239,0.27,26.02,5.27,0.49,0.04,0.498,0.074,LOW,0
