date,hospital_id,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temp_C,dissolved_oxygen_mg_L,outbreak_label
2025-10-26,PUB_NIMHANS_BLR,88,2,3,13,70,0.87,43.0,2.15,6.98,2.97,122,201,0.41,28.3,7.71,0
2025-10-27,PUB_NIMHANS_BLR,77,1,2,12,62,0.82,31.4,0.54,6.83,2.35,95,299,0.37,26.1,7.06,0
2025-10-28,PUB_NIMHANS_BLR,78,1,1,11,65,0.7,29.1,1.81,7.11,0.63,178,297,0.29,25.1,5.57,0
2025-10-29,PUB_NIMHANS_BLR,90,2,2,11,75,0.75,48.6,1.69,7.19,0.91,115,372,0.39,27.1,5.72,0
2025-10-30,PUB_NIMHANS_BLR,59,1,2,8,48,0.51,37.1,1.11,7.35,2.55,172,275,0.47,26.4,6.42,0
2025-10-31,PUB_NIMHANS_BLR,79,1,1,15,62,0.68,38.6,1.11,7.16,2.0,290,265,0.34,31.4,6.19,0
2025-11-01,PUB_NIMHANS_BLR,80,1,2,15,62,0.58,45.8,1.34,6.86,2.43,222,254,0.54,22.3,6.7,0
2025-11-02,PUB_NIMHANS_BLR,82,1,3,12,66,0.77,47.7,0.86,6.85,0.59,71,275,0.4,27.5,6.92,0
2025-11-03,PUB_NIMHANS_BLR,83,1,2,12,68,0.71,30.9,1.01,7.14,0.73,295,268,0.38,27.4,5.85,0
2025-11-04,PUB_NIMHANS_BLR,75,1,2,12,60,0.64,33.6,2.48,7.33,1.76,98,231,0.48,25.6,6.42,0
2025-11-05,PUB_NIMHANS_BLR,74,1,2,9,62,0.9,42.0,0.99,7.29,0.72,333,252,0.31,22.3,7.37,0
2025-11-06,PUB_NIMHANS_BLR,97,1,3,13,80,0.94,55.4,1.61,7.21,1.76,230,243,0.43,26.7,6.16,0
2025-11-07,PUB_NIMHANS_BLR,88,2,2,14,70,0.51,31.9,2.16,7.21,3.57,20,194,0.43,27.8,5.74,0
2025-11-08,PUB_NIMHANS_BLR,72,1,2,8,61,0.62,46.5,1.79,7.51,1.99,19,258,0.27,27.8,5.53,0
2025-11-09,PUB_NIMHANS_BLR,86,1,2,12,71,0.78,26.5,0.96,6.64,0.01,176,279,0.61,28.9,5.8,0
2025-11-10,PUB_NIMHANS_BLR,81,2,2,9,68,0.93,13.1,1.69,7.1,2.99,363,269,0.51,25.0,5.81,0
2025-11-11,PUB_NIMHANS_BLR,78,1,2,10,65,0.8,47.6,0.77,7.02,0.98,248,249,0.54,27.0,7.35,0
2025-11-12,PUB_NIMHANS_BLR,77,1,1,15,60,0.85,51.1,0.58,7.46,2.06,264,238,0.1,31.4,7.48,0
2025-11-13,PUB_NIMHANS_BLR,63,1,2,12,48,0.55,33.8,2.03,7.78,1.94,422,287,0.13,23.9,4.63,0
2025-11-14,PUB_NIMHANS_BLR,65,1,2,8,54,0.83,50.0,2.5,7.03,2.57,60,301,0.39,25.3,7.43,0
2025-11-15,PUB_NIMHANS_BLR,100,2,3,15,80,0.61,50.7,1.96,7.05,2.43,38,232,0.51,27.7,6.88,0
2025-11-16,PUB_NIMHANS_BLR,76,1,2,9,64,0.63,52.7,0.82,7.32,2.46,441,270,0.4,25.3,6.22,0
2025-11-17,PUB_NIMHANS_BLR,75,1,1,12,61,0.71,31.4,2.44,6.68,1.3,206,231,0.43,24.8,7.04,0
2025-11-18,PUB_NIMHANS_BLR,70,1,2,10,57,0.61,37.9,1.15,7.34,3.06,232,246,0.38,26.7,5.17,0
2025-11-19,PUB_NIMHANS_BLR,68,1,2,9,56,0.83,54.4,2.29,7.16,3.18,160,293,0.24,26.5,6.11,0
2025-11-20,PUB_NIMHANS_BLR,66,1,1,12,52,0.84,46.5,1.62,7.04,1.65,287,179,0.25,27.2,6.72,0
2025-11-21,PUB_NIMHANS_BLR,65,1,2,8,54,0.84,41.3,2.01,7.4,1.08,264,262,0.57,27.6,6.63,0
2025-11-22,PUB_NIMHANS_BLR,78,1,2,10,65,0.68,34.6,1.43,7.21,2.38,296,316,0.47,26.2,6.43,0
2025-11-23,PUB_NIMHANS_BLR,61,0,2,9,50,0.51,37.5,1.34,7.36,2.27,135,190,0.19,24.5,6.54,0
2025-11-24,PUB_NIMHANS_BLR,70,2,2,10,56,0.84,31.8,1.58,6.97,3.56,193,369,0.48,22.9,6.11,0
2025-11-25,PUB_NIMHANS_BLR,74,1,1,13,59,0.75,30.7,1.21,7.48,2.14,149,246,0.25,26.1,6.26,0
2025-11-26,PUB_NIMHANS_BLR,84,1,1,13,69,0.85,12.6,0.71,7.35,0.39,215,313,0.21,27.8,7.22,0
2025-11-27,PUB_NIMHANS_BLR,76,1,2,12,61,0.51,26.1,2.3,6.65,1.87,150,340,0.66,23.5,6.27,0
2025-11-28,PUB_NIMHANS_BLR,86,2,3,11,70,0.9,38.9,1.78,7.35,1.87,252,273,0.35,20.8,6.69,0
2025-11-29,PUB_NIMHANS_BLR,88,2,3,13,70,0.85,52.2,0.74,7.16,0.37,157,245,0.22,26.4,5.92,0
2025-11-30,PUB_NIMHANS_BLR,66,1,2,12,51,0.78,34.1,0.86,7.37,2.5,115,268,0.17,26.0,6.25,0
2025-12-01,PUB_NIMHANS_BLR,73,1,1,12,59,0.75,26.8,1.69,6.92,3.83,51,218,0.31,24.4,6.06,0
2025-12-02,PUB_NIMHANS_BLR,72,1,2,10,59,0.81,38.7,1.99,7.11,0.87,109,311,0.52,26.3,6.02,0
2025-12-03,PUB_NIMHANS_BLR,68,1,2,9,56,0.94,44.8,0.52,6.88,4.37,229,239,0.48,25.0,7.17,0
2025-12-04,PUB_NIMHANS_BLR,59,1,2,8,48,0.62,37.4,1.09,6.95,1.1,180,341,0.69,28.0,5.47,0
2025-12-05,PUB_NIMHANS_BLR,87,1,2,13,71,0.76,34.0,1.19,6.97,3.98,260,295,0.4,26.3,6.46,0
2025-12-06,PUB_NIMHANS_BLR,73,1,2,14,56,0.68,33.6,0.57,7.24,2.16,307,325,0.56,23.6,5.87,0
2025-12-07,PUB_NIMHANS_BLR,79,1,2,15,61,0.61,49.7,2.23,7.09,3.6,224,256,0.51,27.6,5.89,0
2025-12-08,PUB_NIMHANS_BLR,61,1,2,10,48,0.91,43.5,1.45,7.3,1.49,215,239,0.2,24.3,5.64,0
2025-12-09,PUB_NIMHANS_BLR,87,1,2,11,73,0.94,36.8,1.45,7.33,0.66,307,300,0.44,25.4,6.39,0
2025-12-10,PUB_NIMHANS_BLR,66,1,2,8,55,0.57,52.0,2.03,7.38,3.25,276,204,0.54,25.6,6.97,0
2025-12-11,PUB_NIMHANS_BLR,77,1,2,13,61,0.55,52.3,1.38,7.26,3.81,209,316,0.4,24.3,6.97,0
2025-12-12,PUB_NIMHANS_BLR,101,2,2,13,84,0.92,30.6,0.67,6.88,1.85,192,278,0.49,25.3,6.12,0
2025-12-13,PUB_NIMHANS_BLR,79,1,1,11,66,0.67,42.0,1.13,7.17,2.19,181,257,0.51,24.3,7.54,0
2025-12-14,PUB_NIMHANS_BLR,72,1,2,10,59,0.79,40.2,0.75,7.02,0.45,312,306,0.4,28.0,6.39,0
2025-12-15,PUB_NIMHANS_BLR,87,2,2,13,70,0.81,40.6,1.66,6.88,2.96,119,296,0.31,27.8,5.87,0
2025-12-16,PUB_NIMHANS_BLR,70,1,1,11,57,0.65,17.0,2.12,7.37,3.7,298,274,0.28,22.3,5.85,0
2025-12-17,PUB_NIMHANS_BLR,90,1,2,17,70,0.84,54.8,1.29,7.09,2.84,448,298,0.3,26.4,5.07,0
2025-12-18,PUB_NIMHANS_BLR,75,1,1,11,62,0.68,43.9,1.06,7.24,0.88,222,283,0.12,27.6,5.45,0
2025-12-19,PUB_NIMHANS_BLR,87,2,2,16,67,0.85,37.7,1.65,7.16,0.49,226,212,0.42,25.5,6.39,0
2025-12-20,PUB_NIMHANS_BLR,78,1,1,12,64,0.66,41.1,2.43,7.0,2.08,218,258,0.34,29.7,6.19,0
2025-12-21,PUB_NIMHANS_BLR,77,1,1,15,60,0.68,44.0,0.85,7.44,2.91,251,235,0.37,29.2,5.91,0
2025-12-22,PUB_NIMHANS_BLR,77,1,2,11,63,0.6,49.8,1.21,7.33,2.48,14,363,0.31,24.4,7.48,0
2025-12-23,PUB_NIMHANS_BLR,76,1,2,10,63,0.88,43.4,1.43,7.23,1.52,214,339,0.66,24.7,5.58,0
2025-12-24,PUB_NIMHANS_BLR,77,1,2,9,65,0.9,41.8,2.12,7.56,1.69,106,268,0.21,25.3,6.42,0
2025-12-25,PUB_NIMHANS_BLR,91,2,2,13,74,0.83,36.8,1.52,7.05,3.48,286,200,0.39,26.2,7.4,0
2025-12-26,PUB_NIMHANS_BLR,78,1,2,14,61,0.62,29.9,2.35,7.12,1.2,306,220,0.47,26.2,6.29,0
2025-12-27,PUB_NIMHANS_BLR,90,2,2,11,75,0.66,43.0,0.93,7.16,2.2,222,282,0.47,29.2,5.85,0
2025-12-28,PUB_NIMHANS_BLR,71,1,2,11,57,0.7,20.4,1.67,7.12,0.68,478,249,0.36,26.9,5.87,0
2025-12-29,PUB_NIMHANS_BLR,82,2,1,15,64,0.81,14.7,1.07,7.07,3.02,201,190,0.48,27.3,6.5,0
2025-12-30,PUB_NIMHANS_BLR,84,1,1,13,69,0.91,39.0,0.93,7.19,1.55,341,251,0.55,26.5,6.58,0
2025-12-31,PUB_NIMHANS_BLR,61,1,2,12,46,0.54,48.8,2.27,7.33,0.55,14,221,0.12,27.7,6.02,0
2026-01-01,PUB_NIMHANS_BLR,65,1,1,11,52,0.94,37.3,1.6,7.27,1.46,100,258,0.39,29.9,7.05,0
2026-01-02,PUB_NIMHANS_BLR,73,1,1,10,61,0.79,30.7,0.77,7.51,4.39,373,265,0.18,27.0,5.97,0
2026-01-03,PUB_NIMHANS_BLR,84,1,3,11,69,0.72,34.1,1.31,7.32,2.24,353,274,0.31,24.8,7.18,0
2026-01-04,PUB_NIMHANS_BLR,89,2,2,16,69,0.76,33.7,2.37,7.12,0.33,297,302,0.63,24.4,6.53,0
2026-01-05,PUB_NIMHANS_BLR,81,2,2,15,62,0.52,41.2,0.82,6.94,2.02,272,233,0.36,28.1,7.31,0
2026-01-06,PUB_NIMHANS_BLR,63,1,2,8,52,0.76,46.8,1.4,7.06,3.14,169,307,0.58,27.8,5.52,0
2026-01-07,PUB_NIMHANS_BLR,90,2,2,15,71,0.87,18.3,0.94,7.44,3.04,103,226,0.66,24.3,6.62,0
2026-01-08,PUB_NIMHANS_BLR,75,2,1,13,59,0.59,34.6,2.07,7.3,1.63,136,295,0.47,26.7,7.23,0
2026-01-09,PUB_NIMHANS_BLR,87,1,2,13,71,0.51,23.3,2.44,7.3,2.93,107,149,0.6,25.1,7.57,0
2026-01-10,PUB_NIMHANS_BLR,79,1,2,14,62,0.77,38.3,2.07,7.39,1.82,423,312,0.43,25.3,7.91,0
2026-01-11,PUB_NIMHANS_BLR,76,1,1,10,64,0.88,37.2,2.42,7.19,1.66,269,287,0.24,28.3,7.85,0
2026-01-12,PUB_NIMHANS_BLR,73,1,2,10,60,0.81,40.5,1.83,7.02,0.63,135,263,0.59,27.0,6.41,0
2026-01-13,PUB_NIMHANS_BLR,69,1,2,12,54,0.61,32.1,1.97,6.97,2.27,307,317,0.41,25.3,7.83,0
2026-01-14,PUB_NIMHANS_BLR,72,1,2,12,57,0.85,27.8,1.54,7.33,2.57,315,276,0.09,25.5,6.84,0
2026-01-15,PUB_NIMHANS_BLR,68,1,1,9,57,0.54,47.2,1.91,7.11,1.71,119,253,0.33,25.9,6.44,0
2026-01-16,PUB_NIMHANS_BLR,79,2,2,12,63,0.89,26.7,1.25,7.15,1.01,450,318,0.52,25.2,6.44,0
2026-01-17,PUB_NIMHANS_BLR,82,2,1,10,69,0.83,37.3,1.32,7.38,0.09,369,284,0.47,24.5,7.79,0
2026-01-18,PUB_NIMHANS_BLR,61,1,2,10,48,0.89,44.2,1.03,7.07,3.46,215,218,0.32,28.4,5.69,0
2026-01-19,PUB_NIMHANS_BLR,82,1,2,14,65,0.93,46.4,0.56,7.19,1.93,166,252,0.24,27.4,7.12,0
2026-01-20,PUB_NIMHANS_BLR,69,1,2,12,54,0.55,45.4,1.78,7.39,2.07,164,262,0.23,26.2,7.92,0
2026-01-21,PUB_NIMHANS_BLR,74,1,1,12,60,0.51,35.5,1.85,7.46,1.36,124,157,0.37,26.5,6.56,0
2026-01-22,PUB_NIMHANS_BLR,60,1,1,11,47,0.51,31.5,1.67,6.8,2.9,349,295,0.69,27.1,6.06,0
2026-01-23,PUB_NIMHANS_BLR,58,1,1,10,46,0.89,29.5,1.19,7.34,3.27,274,245,0.57,25.7,6.15,0
2026-01-24,PUB_NIMHANS_BLR,65,1,1,11,52,0.93,37.4,2.05,7.24,2.77,144,278,0.47,25.5,6.8,0
2026-01-25,PUB_NIMHANS_BLR,73,1,2,13,57,0.73,28.7,0.95,7.55,2.89,133,346,0.33,27.2,6.02,0
2026-01-26,PUB_NIMHANS_BLR,80,1,3,14,62,0.7,29.2,2.05,7.15,2.46,346,188,0.43,27.4,7.18,0
2026-01-27,PUB_NIMHANS_BLR,82,2,1,15,64,0.88,39.0,1.67,7.32,1.33,70,253,0.63,27.5,6.0,0
2026-01-28,PUB_NIMHANS_BLR,80,1,2,11,66,0.69,42.1,1.28,7.48,3.18,11,262,0.34,28.4,6.65,0
2026-01-29,PUB_NIMHANS_BLR,77,1,2,14,60,0.52,30.4,2.43,7.19,3.1,257,320,0.31,23.4,6.51,0
2026-01-30,PUB_NIMHANS_BLR,85,1,2,13,69,0.65,57.2,0.84,7.01,1.97,336,256,0.48,23.8,5.28,0
2026-01-31,PUB_NIMHANS_BLR,76,1,2,11,62,0.51,36.0,1.71,7.31,1.37,136,375,0.33,24.3,6.81,0
2026-02-01,PUB_NIMHANS_BLR,89,1,2,10,76,0.5,25.5,1.89,7.35,2.65,343,169,0.32,25.9,6.57,0
2026-02-02,PUB_NIMHANS_BLR,70,1,2,8,59,0.58,57.1,2.18,7.29,2.47,136,318,0.53,26.3,6.89,0
2026-02-03,PUB_NIMHANS_BLR,69,1,2,9,57,0.9,22.7,1.31,7.37,3.36,257,273,0.23,25.9,8.02,0
2026-02-04,PUB_NIMHANS_BLR,75,1,1,10,63,0.8,20.0,0.53,7.22,1.73,19,265,0.28,25.3,7.3,0
2026-02-05,PUB_NIMHANS_BLR,76,1,2,14,59,0.82,21.8,1.81,7.31,1.41,223,213,0.48,25.3,7.45,0
2026-02-06,PUB_NIMHANS_BLR,82,2,2,15,63,0.75,40.1,2.41,6.7,2.19,133,256,0.38,28.9,6.43,0
2026-02-07,PUB_NIMHANS_BLR,76,1,1,11,63,0.69,34.3,2.03,7.22,1.99,101,289,0.45,27.9,7.68,0
2026-02-08,PUB_NIMHANS_BLR,63,1,1,7,54,0.93,57.4,0.74,7.08,2.08,208,279,0.47,28.6,5.06,0
2026-02-09,PUB_NIMHANS_BLR,83,1,2,13,67,0.58,39.8,1.65,7.05,0.6,318,278,0.2,26.4,5.69,0
2026-02-10,PUB_NIMHANS_BLR,71,1,1,8,61,0.82,56.8,2.37,6.96,2.45,289,302,0.47,22.7,8.12,0
2026-02-11,PUB_NIMHANS_BLR,78,2,2,10,64,0.94,23.3,1.11,7.08,1.88,118,240,0.19,23.6,6.53,0
2026-02-12,PUB_NIMHANS_BLR,80,1,2,9,68,0.76,52.5,2.08,6.8,0.85,83,302,0.38,26.5,6.17,0
2026-02-13,PUB_NIMHANS_BLR,93,2,3,14,74,0.7,30.3,0.92,7.28,0.28,329,243,0.57,27.0,8.05,0
2026-02-14,PUB_NIMHANS_BLR,74,1,2,13,58,0.51,34.7,1.64,7.45,0.47,23,261,0.4,22.5,7.15,0
2026-02-15,PUB_NIMHANS_BLR,77,1,2,14,60,0.82,51.3,1.12,7.41,2.92,24,198,0.41,26.7,6.63,0
2026-02-16,PUB_NIMHANS_BLR,69,1,1,10,57,0.94,24.1,2.07,7.37,0.59,107,274,0.26,25.1,4.84,0
2026-02-17,PUB_NIMHANS_BLR,90,2,3,17,68,0.65,36.8,1.63,6.87,0.88,110,183,0.45,26.3,5.4,0
2026-02-18,PUB_NIMHANS_BLR,87,2,2,14,69,0.64,34.2,1.44,7.36,0.54,308,133,0.6,27.9,5.37,0
2025-08-23,PUB_KGMU_LKO,79,2,4,16,57,0.83,32.6,0.62,6.99,3.98,352,271,0.6,22.6,7.34,0
2025-08-24,PUB_KGMU_LKO,73,2,4,19,48,0.84,31.3,2.4,7.33,2.23,405,277,0.28,23.4,7.76,0
2025-08-25,PUB_KGMU_LKO,74,1,3,17,53,0.71,20.2,1.28,7.16,6.03,629,325,0.37,27.7,6.68,1
2025-08-26,PUB_KGMU_LKO,70,1,2,20,47,0.89,45.6,2.38,7.07,2.03,341,210,0.61,24.6,5.48,0
2025-08-27,PUB_KGMU_LKO,90,3,4,16,67,0.82,45.0,2.12,7.5,3.1,168,232,0.26,29.3,5.78,0
2025-08-28,PUB_KGMU_LKO,72,1,2,18,51,0.7,29.5,1.08,7.35,2.71,435,216,0.31,26.0,6.32,0
2025-08-29,PUB_KGMU_LKO,84,3,4,21,56,0.64,44.4,0.71,7.08,0.0,173,265,0.47,28.4,5.88,0
2025-08-30,PUB_KGMU_LKO,70,2,2,18,48,0.91,23.3,1.78,7.3,2.09,562,213,0.42,29.8,5.3,0
2025-08-31,PUB_KGMU_LKO,82,3,4,20,55,0.84,37.2,1.94,7.3,3.37,254,232,0.14,22.0,6.1,0
2025-09-01,PUB_KGMU_LKO,66,2,3,12,49,0.54,31.3,2.31,7.26,4.3,479,288,0.41,26.5,7.49,0
2025-09-02,PUB_KGMU_LKO,71,2,3,14,52,0.92,23.6,2.0,7.38,2.67,2,349,0.47,23.3,6.46,0
2025-09-03,PUB_KGMU_LKO,89,2,4,17,66,0.52,35.7,1.81,7.12,2.56,285,313,0.37,25.4,6.81,0
2025-09-04,PUB_KGMU_LKO,71,2,3,18,48,0.63,39.8,1.22,7.35,3.41,582,335,0.49,25.1,5.59,0
2025-09-05,PUB_KGMU_LKO,75,1,4,20,50,0.86,21.7,0.57,7.19,6.01,262,276,0.44,23.2,5.75,0
2025-09-06,PUB_KGMU_LKO,67,2,2,19,44,0.75,56.6,0.62,7.14,2.88,536,266,0.3,26.9,6.85,0
2025-09-07,PUB_KGMU_LKO,69,2,3,14,50,0.93,36.3,1.35,6.96,0.54,434,262,0.42,23.7,6.63,0
2025-09-08,PUB_KGMU_LKO,79,2,4,14,59,0.67,33.2,1.34,7.4,1.72,250,195,0.24,25.6,7.1,0
2025-09-09,PUB_KGMU_LKO,67,2,3,15,47,0.9,37.1,0.67,6.89,2.75,90,264,0.43,28.0,6.31,0
2025-09-10,PUB_KGMU_LKO,77,2,4,19,52,0.73,37.0,1.3,7.5,0.76,269,265,0.44,23.9,6.09,0
2025-09-11,PUB_KGMU_LKO,78,3,4,17,54,0.59,57.9,2.01,7.25,6.0,110,328,0.48,24.0,6.48,0
2025-09-12,PUB_KGMU_LKO,61,1,3,16,41,0.72,35.3,2.25,7.13,3.35,681,288,0.27,26.5,7.32,1
2025-09-13,PUB_KGMU_LKO,78,3,4,19,52,0.73,39.5,2.24,7.13,0.66,299,189,0.31,25.8,7.04,0
2025-09-14,PUB_KGMU_LKO,72,2,3,19,48,0.8,42.3,1.94,7.07,4.97,264,264,0.09,24.9,5.84,0
2025-09-15,PUB_KGMU_LKO,70,1,3,14,52,0.54,35.5,1.39,7.27,3.43,48,312,0.45,24.7,5.15,0
2025-09-16,PUB_KGMU_LKO,89,4,2,16,67,0.78,32.8,0.98,7.36,2.28,392,260,0.64,24.9,7.3,0
2025-09-17,PUB_KGMU_LKO,59,1,3,11,44,0.91,44.2,2.39,7.2,1.64,304,250,0.37,24.4,6.53,0
2025-09-18,PUB_KGMU_LKO,63,2,3,17,41,0.5,43.1,1.88,7.13,2.36,277,240,0.38,29.9,7.25,0
2025-09-19,PUB_KGMU_LKO,82,3,4,23,52,0.89,41.5,2.41,7.31,0.51,496,356,0.41,24.9,6.08,0
2025-09-20,PUB_KGMU_LKO,69,2,2,13,52,0.79,53.7,2.16,7.58,3.15,251,211,0.05,29.8,5.73,0
2025-09-21,PUB_KGMU_LKO,67,2,3,19,43,0.51,44.1,2.14,7.37,2.2,316,227,0.16,24.2,6.0,0
2025-09-22,PUB_KGMU_LKO,79,2,4,20,53,0.93,24.9,1.75,7.3,4.56,250,313,0.43,24.5,6.07,0
2025-09-23,PUB_KGMU_LKO,76,2,2,16,56,0.55,33.4,2.31,7.17,1.11,227,239,0.24,23.1,6.35,0
2025-09-24,PUB_KGMU_LKO,71,2,3,18,48,0.54,22.8,1.37,7.34,4.17,261,388,0.42,27.0,4.91,0
2025-09-25,PUB_KGMU_LKO,98,3,3,18,74,0.59,43.6,1.84,7.28,1.58,322,200,0.66,29.5,5.69,0
2025-09-26,PUB_KGMU_LKO,70,1,2,18,49,0.62,45.9,0.59,7.17,3.22,403,252,0.54,30.7,7.26,0
2025-09-27,PUB_KGMU_LKO,77,2,2,17,56,0.7,57.1,1.27,7.11,3.39,61,287,0.45,27.8,7.15,0
2025-09-28,PUB_KGMU_LKO,74,2,2,13,57,0.61,38.1,2.37,7.12,2.91,285,312,0.58,26.2,5.9,0
2025-09-29,PUB_KGMU_LKO,77,3,3,17,54,0.91,51.1,1.76,7.16,7.38,386,270,0.4,26.9,7.19,0
2025-09-30,PUB_KGMU_LKO,66,2,2,15,47,0.69,48.3,2.46,7.25,4.66,74,268,0.34,23.0,6.22,0
2025-10-01,PUB_KGMU_LKO,74,1,1,9,63,0.8,47.4,1.17,7.26,3.24,169,199,0.56,29.5,6.4,0
2025-10-02,PUB_KGMU_LKO,74,1,1,10,62,0.8,49.6,1.93,7.3,1.73,114,264,0.28,25.0,5.74,0
2025-10-03,PUB_KGMU_LKO,66,1,1,10,54,0.53,43.4,1.74,7.27,1.28,408,183,0.46,22.8,5.91,0
2025-10-04,PUB_KGMU_LKO,69,1,2,8,58,0.73,35.4,0.93,7.45,0.91,117,266,0.29,29.1,7.57,0
2025-10-05,PUB_KGMU_LKO,77,2,2,11,62,0.55,60.8,0.9,7.4,0.66,179,257,0.4,29.7,7.04,0
2025-10-06,PUB_KGMU_LKO,72,1,2,8,61,0.58,37.1,1.12,7.43,0.11,192,261,0.43,29.1,6.08,0
2025-10-07,PUB_KGMU_LKO,87,1,2,16,68,0.7,56.4,1.58,7.14,1.92,176,192,0.5,27.9,6.5,0
2025-10-08,PUB_KGMU_LKO,69,1,1,12,55,0.66,23.9,1.24,7.4,1.61,285,184,0.3,26.5,6.29,0
2025-10-09,PUB_KGMU_LKO,85,2,2,10,71,0.94,39.5,1.77,7.16,1.22,465,266,0.54,27.0,5.92,0
2025-10-10,PUB_KGMU_LKO,74,1,2,9,62,0.6,33.2,2.28,6.98,0.89,251,400,0.37,25.0,4.73,0
2025-10-11,PUB_KGMU_LKO,70,1,2,9,58,0.81,33.3,2.24,7.08,1.19,190,316,0.48,24.5,7.18,0
2025-10-12,PUB_KGMU_LKO,71,2,1,11,57,0.88,31.3,1.37,7.48,2.46,186,225,0.57,26.4,6.74,0
2025-10-13,PUB_KGMU_LKO,73,2,1,13,57,0.87,25.8,0.54,7.1,2.89,226,204,0.36,27.5,7.48,0
2025-10-14,PUB_KGMU_LKO,78,2,1,12,63,0.71,26.1,0.55,7.25,2.31,66,229,0.28,28.1,6.33,0
2025-10-15,PUB_KGMU_LKO,81,1,1,14,65,0.7,45.6,2.21,7.1,2.02,229,222,0.24,29.5,6.14,0
2025-10-16,PUB_KGMU_LKO,73,1,2,12,58,0.65,40.5,1.69,7.34,2.67,58,259,0.61,27.7,7.23,0
2025-10-17,PUB_KGMU_LKO,75,1,1,11,62,0.89,49.2,2.16,7.28,1.47,156,172,0.43,22.7,5.3,0
2025-10-18,PUB_KGMU_LKO,71,1,1,13,56,0.52,37.1,2.28,7.34,1.49,304,206,0.56,28.8,8.22,0
2025-10-19,PUB_KGMU_LKO,87,1,2,16,68,0.84,34.0,0.68,7.05,2.63,129,261,0.21,28.4,5.16,0
2025-10-20,PUB_KGMU_LKO,77,1,1,12,63,0.64,40.0,1.46,7.21,2.05,289,263,0.62,27.3,5.93,0
2025-10-21,PUB_KGMU_LKO,71,2,1,8,60,0.9,36.6,1.41,7.46,1.23,108,153,0.52,25.7,5.37,0
2025-10-22,PUB_KGMU_LKO,76,1,2,13,60,0.65,39.4,0.77,7.54,1.59,25,256,0.55,25.6,5.75,0
2025-10-23,PUB_KGMU_LKO,76,2,2,11,61,0.88,50.5,2.0,7.63,1.92,112,211,0.59,26.3,8.08,0
2025-10-24,PUB_KGMU_LKO,75,1,2,12,60,0.7,40.2,0.98,7.28,2.88,361,263,0.7,23.5,5.2,0
2025-10-25,PUB_KGMU_LKO,68,1,1,11,55,0.63,48.3,2.29,7.17,1.7,433,268,0.38,21.9,7.26,0
2025-10-26,PUB_KGMU_LKO,88,1,3,16,68,0.76,43.1,2.47,7.39,2.04,346,226,0.31,24.8,6.49,0
2025-10-27,PUB_KGMU_LKO,83,2,1,16,64,0.72,46.8,1.45,7.23,1.03,111,211,0.55,25.2,7.56,0
2025-10-28,PUB_KGMU_LKO,66,1,1,9,55,0.71,35.5,2.0,7.06,3.44,234,225,0.32,24.9,6.02,0
2025-10-29,PUB_KGMU_LKO,72,2,2,12,56,0.54,44.3,1.81,7.06,1.64,241,273,0.34,28.3,7.22,0
2025-10-30,PUB_KGMU_LKO,68,1,1,9,57,0.58,32.7,1.43,7.2,2.32,42,243,0.55,25.9,7.68,0
2025-10-31,PUB_KGMU_LKO,62,1,1,10,50,0.92,40.1,1.31,7.48,2.57,279,276,0.44,24.1,5.78,0
2025-11-01,PUB_KGMU_LKO,68,1,2,11,54,0.89,44.5,2.2,7.22,1.16,98,283,0.6,25.9,6.92,0
2025-11-02,PUB_KGMU_LKO,84,1,2,12,69,0.61,25.9,1.02,7.63,2.22,167,251,0.45,25.9,6.44,0
2025-11-03,PUB_KGMU_LKO,73,1,2,9,61,0.81,35.1,2.49,7.53,1.96,136,191,0.25,29.4,6.29,0
2025-11-04,PUB_KGMU_LKO,64,1,1,9,53,0.57,13.7,0.78,7.25,2.4,111,262,0.66,25.4,6.08,0
2025-11-05,PUB_KGMU_LKO,87,2,2,13,70,0.83,34.5,1.84,7.07,0.88,74,299,0.5,24.5,8.29,0
2025-11-06,PUB_KGMU_LKO,84,2,3,12,67,0.93,26.3,1.47,7.62,2.03,109,237,0.6,25.4,6.14,0
2025-11-07,PUB_KGMU_LKO,91,1,2,15,73,0.75,36.2,1.89,7.01,2.61,256,272,0.46,27.5,6.03,0
2025-11-08,PUB_KGMU_LKO,79,1,2,15,61,0.9,27.3,1.45,7.35,2.56,147,291,0.44,26.6,6.63,0
2025-11-09,PUB_KGMU_LKO,75,1,1,9,64,0.66,49.8,2.29,6.96,0.69,228,281,0.45,28.2,7.1,0
2025-11-10,PUB_KGMU_LKO,74,1,1,9,63,0.9,13.2,2.5,7.11,1.33,111,271,0.57,29.4,5.59,0
2025-11-11,PUB_KGMU_LKO,72,1,2,8,61,0.59,54.0,1.59,7.27,2.76,310,272,0.42,24.8,6.96,0
2025-11-12,PUB_KGMU_LKO,78,1,1,10,66,0.55,34.4,0.65,6.95,1.52,282,278,0.3,27.9,6.21,0
2025-11-13,PUB_KGMU_LKO,74,1,2,13,58,0.73,21.3,2.46,7.37,1.81,460,222,0.62,24.3,5.96,0
2025-11-14,PUB_KGMU_LKO,94,2,2,17,73,0.66,24.1,1.81,7.16,1.13,42,215,0.46,26.1,6.52,0
